"","row.names","Name","geneid","entrezid"
"NP_001026246.2","421741","RWDD1",421741,"NP_001026246.2"
"NP_001026248.1","421773","OSTM1",421773,"NP_001026248.1"
"NP_001026250.1","421793","USP45",421793,"NP_001026250.1"
"NP_001026258.2","421902","CLN8",421902,"NP_001026258.2"
"NP_001026260.1","421918","ADI1",421918,"NP_001026260.1"
"NP_001026261.1","421925","MBOAT2",421925,"NP_001026261.1"
"NP_001026262.2","421948","MYCN",421948,"NP_001026262.2"
"NP_001026263.1","421959","LAPTM4A",421959,"NP_001026263.1"
"NP_001026264.1","421967","C3H2ORF43",421967,"NP_001026264.1"
"NP_001026267.1","421993","ASXL2",421993,"NP_001026267.1"
"NP_001026268.1","421994","RAB10",421994,"NP_001026268.1"
"NP_001026269.1","422011","POMC",422011,"NP_001026269.1"
"NP_001026270.1","422014","CENPO",422014,"NP_001026270.1"
"NP_001026271.1","422023","INTS9",422023,"NP_001026271.1"
"NP_001026273.1","422053","SUPT3H",422053,"NP_001026273.1"
"NP_001026274.1","422062","TNFRSF21",422062,"NP_001026274.1"
"NP_001026279.1","422121","GGA3",422121,"NP_001026279.1"
"NP_001026280.2","422122","MRPS7",422122,"NP_001026280.2"
"NP_001026281.1","422138","SASH3",422138,"NP_001026281.1"
"NP_001026285.1","422178","CLIC2",422178,"NP_001026285.1"
"NP_001026286.1","422196","DKC1",422196,"NP_001026286.1"
"NP_001026287.1","422226","KLHL13",422226,"NP_001026287.1"
"NP_001026288.1","422231","MST4",422231,"NP_001026288.1"
"NP_001026289.1","422237","FAM122A",422237,"NP_001026289.1"
"NP_001026290.1","422266","CHM",422266,"NP_001026290.1"
"NP_001026291.1","422272","HDX",422272,"NP_001026291.1"
"NP_001026292.1","422297","VAMP7",422297,"NP_001026292.1"
"NP_001026293.1","422318","CHIC1",422318,"NP_001026293.1"
"NP_001026295.1","422327","UPRT",422327,"NP_001026295.1"
"NP_001026297.1","422380","NRK",422380,"NP_001026297.1"
"NP_001026298.1","422385","VMA21",422385,"NP_001026298.1"
"NP_001026299.1","422405","NPY2R",422405,"NP_001026299.1"
"NP_001026300.1","422410","CTSO",422410,"NP_001026300.1"
"NP_001026303.1","422491","SGK196",422491,"NP_001026303.1"
"NP_001026306.1","422523","SEC24B",422523,"NP_001026306.1"
"NP_001026308.1","422549","PRIMPOL",422549,"NP_001026308.1"
"NP_001026311.1","422585","PKD2",422585,"NP_001026311.1"
"NP_001026313.1","422601","HNRNPDL",422601,"NP_001026313.1"
"NP_001026315.2","422608","FAM175A",422608,"NP_001026315.2"
"NP_001026316.1","422610","AGPAT9",422610,"NP_001026316.1"
"NP_001026318.2","422656","YTHDC1",422656,"NP_001026318.2"
"NP_001026319.1","422684","METTL14",422684,"NP_001026319.1"
"NP_001026321.1","422701","RAP1GDS1",422701,"NP_001026321.1"
"NP_001026322.1","422704","METAP1",422704,"NP_001026322.1"
"NP_001026323.1","422705","ADH5",422705,"NP_001026323.1"
"NP_001026328.1","422807","PI4K2B",422807,"NP_001026328.1"
"NP_001026329.1","422808","SEPSECS",422808,"NP_001026329.1"
"NP_001026330.1","422813","DHX15",422813,"NP_001026330.1"
"NP_001026332.2","422824","TAPT1",422824,"NP_001026332.2"
"NP_001026338.1","422896","NELFA",422896,"NP_001026338.1"
"NP_001026339.1","422900","TMEM129",422900,"NP_001026339.1"
"NP_001026340.1","422919","RNF103",422919,"NP_001026340.1"
"NP_001026341.1","422931","RPIA",422931,"NP_001026341.1"
"NP_001026343.1","422984","VPS51",422984,"NP_001026343.1"
"NP_001026344.2","422985","BET1L",422985,"NP_001026344.2"
"NP_001026345.1","422987","RIC8A",422987,"NP_001026345.1"
"NP_001026346.2","422999","IGHMBP2",422999,"NP_001026346.2"
"NP_001026348.1","423019","TALDO1",423019,"NP_001026348.1"
"NP_001026350.1","423028","FAR1",423028,"NP_001026350.1"
"NP_001026351.1","423044","SWAP70",423044,"NP_001026351.1"
"NP_001026352.2","423045","WEE1",423045,"NP_001026352.2"
"NP_001026353.1","423064","PDE3B",423064,"NP_001026353.1"
"NP_001026357.1","423142","ORAOV1",423142,"NP_001026357.1"
"NP_001026358.1","423154","PDHX",423154,"NP_001026358.1"
"NP_001026359.1","423164","RAG1",423164,"NP_001026359.1"
"NP_001026361.1","423182","PSMC3",423182,"NP_001026361.1"
"NP_001026363.1","423197","DGKZ",423197,"NP_001026363.1"
"NP_001026364.1","423213","NUSAP1",423213,"NP_001026364.1"
"NP_001026365.1","423230","VPS39",423230,"NP_001026365.1"
"NP_001026366.2","423244","RP5-1021I20.4",423244,"NP_001026366.2"
"NP_001026367.1","423249","C5H14ORF169",423249,"NP_001026367.1"
"NP_001026373.1","423323","FAM177A1",423323,"NP_001026373.1"
"NP_001026374.1","423353","NPC2",423353,"NP_001026374.1"
"NP_001026375.2","423367","TTLL5",423367,"NP_001026375.2"
"NP_001026378.2","423389","GTF2A1",423389,"NP_001026378.2"
"NP_001026380.1","423446","CCNK",423446,"NP_001026380.1"
"NP_001026381.1","423455","YY1",423455,"NP_001026381.1"
"NP_001026382.1","423482","BAG5",423482,"NP_001026382.1"
"NP_001026385.1","423560","GMFB",423560,"NP_001026385.1"
"NP_001026386.2","423600","CAT",423600,"NP_001026386.2"
"NP_001026387.1","423619","RGR",423619,"NP_001026387.1"
"NP_001026388.2","423621","GHITM",423621,"NP_001026388.2"
"NP_001026389.1","423624","TSPAN14",423624,"NP_001026389.1"
"NP_001026392.1","423666","CCDC6",423666,"NP_001026392.1"
"NP_001026393.1","423667","SLC16A9",423667,"NP_001026393.1"
"NP_001026394.2","423670","ERLIN1",423670,"NP_001026394.2"
"NP_001026395.1","423707","DNAJB12",423707,"NP_001026395.1"
"NP_001026396.2","423716","UNC5B",423716,"NP_001026396.2"
"NP_001026397.1","423723","PPIF",423723,"NP_001026397.1"
"NP_001026401.1","423809","KIF11",423809,"NP_001026401.1"
"NP_001026404.1","423864","TRIM8",423864,"NP_001026404.1"
"NP_001026406.1","423872","TAF5",423872,"NP_001026406.1"
"NP_001026408.1","423896","ACSL5",423896,"NP_001026408.1"
"NP_001026409.1","423926","CACUL1",423926,"NP_001026409.1"
"NP_001026410.2","423928","FAM45A",423928,"NP_001026410.2"
"NP_001026411.1","423947","ACADSB",423947,"NP_001026411.1"
"NP_001026413.1","423977","NEMP2",423977,"NP_001026413.1"
"NP_001026414.1","423979","HIBCH",423979,"NP_001026414.1"
"NP_001026416.2","424006","LANCL1",424006,"NP_001026416.2"
"NP_001026417.1","424010","BARD1",424010,"NP_001026417.1"
"NP_001026418.1","424032","NDUFA10",424032,"NP_001026418.1"
"NP_001026421.2","424123","CWC22",424123,"NP_001026421.2"
"NP_001026422.1","424128","PLEKHA3",424128,"NP_001026422.1"
"NP_001026423.1","424132","RBM45",424132,"NP_001026423.1"
"NP_001026425.1","424144","OLA1",424144,"NP_001026425.1"
"NP_001026426.2","424187","DPP4",424187,"NP_001026426.2"
"NP_001026427.2","424189","PSMD14",424189,"NP_001026427.2"
"NP_001026429.2","424208","PRKAG3",424208,"NP_001026429.2"
"NP_001026431.1","424256","UMPS",424256,"NP_001026431.1"
"NP_001026433.1","424277","CCDC93",424277,"NP_001026433.1"
"NP_001026435.1","424350","NEK7",424350,"NP_001026435.1"
"NP_001026436.1","424356","CDC73",424356,"NP_001026436.1"
"NP_001026437.1","424377","SEC22B",424377,"NP_001026437.1"
"NP_001026442.1","424446","RGL1",424446,"NP_001026442.1"
"NP_001026444.1","424471","SASS6",424471,"NP_001026444.1"
"NP_001026447.1","424533","VTG2",424533,"NP_001026447.1"
"NP_001026448.1","424541","SAMD13",424541,"NP_001026448.1"
"NP_001026449.1","424556","PIGK",424556,"NP_001026449.1"
"NP_001026452.1","424597","MMACHC",424597,"NP_001026452.1"
"NP_001026454.1","424633","EPS15",424633,"NP_001026454.1"
"NP_001026455.1","424635","NRD1",424635,"NP_001026455.1"
"NP_001026458.2","424649","CPT2",424649,"NP_001026458.2"
"NP_001026459.1","424661","DHCR24",424661,"NP_001026459.1"
"NP_001026460.1","424673","JUN",424673,"NP_001026460.1"
"NP_001026461.1","424685","USP1",424685,"NP_001026461.1"
"NP_001026463.1","424702","MIER1",424702,"NP_001026463.1"
"NP_001026464.1","424706","SERBP1",424706,"NP_001026464.1"
"NP_001026465.1","424707","WLS",424707,"NP_001026465.1"
"NP_001026466.1","424713","LRRC40",424713,"NP_001026466.1"
"NP_001026467.1","424714","SRSF11",424714,"NP_001026467.1"
"NP_001026468.1","424717","ZRANB2",424717,"NP_001026468.1"
"NP_001026469.1","424726","CCDC101",424726,"NP_001026469.1"
"NP_001026470.1","424738","SLC35G2",424738,"NP_001026470.1"
"NP_001026472.1","424756","SAP130",424756,"NP_001026472.1"
"NP_001026473.1","424758","PLEKHB2",424758,"NP_001026473.1"
"NP_001026474.2","424762","KLHL6",424762,"NP_001026474.2"
"NP_001026476.1","424772","SLC9A9",424772,"NP_001026476.1"
"NP_001026477.1","424779","GK5",424779,"NP_001026477.1"
"NP_001026478.1","424781","RNF7",424781,"NP_001026478.1"
"NP_001026481.1","424806","WDFY1",424806,"NP_001026481.1"
"NP_001026482.1","424826","SSPO",424826,"NP_001026482.1"
"NP_001026483.1","424852","ING5",424852,"NP_001026483.1"
"NP_001026484.1","424894","PPP1R2",424894,"NP_001026484.1"
"NP_001026485.1","424901","ATP13A4",424901,"NP_001026485.1"
"NP_001026486.1","424906","CCDC50",424906,"NP_001026486.1"
"NP_001026489.1","424963","DCUN1D1",424963,"NP_001026489.1"
"NP_001026494.1","425042","EIF2A",425042,"NP_001026494.1"
"NP_001026495.1","425058","SARNP",425058,"NP_001026495.1"
"NP_001026498.2","425068","RIT1",425068,"NP_001026498.2"
"NP_001026500.1","425091","KLHL20",425091,"NP_001026500.1"
"NP_001026503.1","425204","GTSE1",425204,"NP_001026503.1"
"NP_001026504.1","425215","AK6",425215,"NP_001026504.1"
"NP_001026505.1","425237","RRP1B",425237,"NP_001026505.1"
"NP_001026506.1","425290","MORN4",425290,"NP_001026506.1"
"NP_001026507.1","425306","LAP3",425306,"NP_001026507.1"
"NP_001026508.2","425375","STK3",425375,"NP_001026508.2"
"NP_001026512.1","425530","MYST2",425530,"NP_001026512.1"
"NP_001026514.1","425619","YWHAZ",425619,"NP_001026514.1"
"NP_001026515.1","425626","C10ORF2",425626,"NP_001026515.1"
"NP_001026518.1","425789","CIRBP",425789,"NP_001026518.1"
"NP_001026519.1","425858","VPS33B",425858,"NP_001026519.1"
"NP_001026522.1","425909","TRMU",425909,"NP_001026522.1"
"NP_001026523.2","425972","PDK1",425972,"NP_001026523.2"
"NP_001026525.2","426048","NCLN",426048,"NP_001026525.2"
"NP_001026526.1","426089","MVB12A",426089,"NP_001026526.1"
"NP_001026529.1","426117","CCNE1",426117,"NP_001026529.1"
"NP_001026530.2","426121","MRPL28",426121,"NP_001026530.2"
"NP_001026531.1","426126","MTHFD2",426126,"NP_001026531.1"
"NP_001026532.1","426132","GSDMA",426132,"NP_001026532.1"
"NP_001026533.1","426133","PSMD3",426133,"NP_001026533.1"
"NP_001026534.1","426134","SSPO",426134,"NP_001026534.1"
"NP_001026536.1","426151","CAPRIN1",426151,"NP_001026536.1"
"NP_001026541.1","426314","SUV39H2",426314,"NP_001026541.1"
"NP_001026542.1","426329","PPP2R4",426329,"NP_001026542.1"
"NP_001026543.1","426340","TAPBPL",426340,"NP_001026543.1"
"NP_001026544.1","426353","UBQLN4",426353,"NP_001026544.1"
"NP_001026546.2","426362","DNAJB14",426362,"NP_001026546.2"
"NP_001026547.1","426381","EED",426381,"NP_001026547.1"
"NP_001026548.1","426384","FAM76A",426384,"NP_001026548.1"
"NP_001026549.1","426385","LOC426385",426385,"NP_001026549.1"
"NP_001026552.1","426428","MANSC1",426428,"NP_001026552.1"
"NP_001026553.1","426429","OGDH",426429,"NP_001026553.1"
"NP_001026554.1","426435","PGM2",426435,"NP_001026554.1"
"NP_001026555.1","426493","SUPT5H",426493,"NP_001026555.1"
"NP_001026557.1","426529","CIR1",426529,"NP_001026557.1"
"NP_001026558.1","426573","IDH3B",426573,"NP_001026558.1"
"NP_001026559.1","426574","NOP56",426574,"NP_001026559.1"
"NP_001026560.1","426623","RFXANK",426623,"NP_001026560.1"
"NP_001026561.1","426667","PRPF3",426667,"NP_001026561.1"
"NP_001026562.2","426673","ATP5B",426673,"NP_001026562.2"
"NP_001026563.1","426697","SARS",426697,"NP_001026563.1"
"NP_001026564.1","426704","KNSTRN",426704,"NP_001026564.1"
"NP_001026565.1","426734","ALG10",426734,"NP_001026565.1"
"NP_001026566.1","426774","ASH2L",426774,"NP_001026566.1"
"NP_001026567.2","426781","ADAM9",426781,"NP_001026567.2"
"NP_001026569.1","426843","DYM",426843,"NP_001026569.1"
"NP_001026570.1","426849","LMAN1",426849,"NP_001026570.1"
"NP_001026571.1","426856","NARS",426856,"NP_001026571.1"
"NP_001026574.1","426887","SLC48A1",426887,"NP_001026574.1"
"NP_001026576.1","426906","COPA",426906,"NP_001026576.1"
"NP_001026577.1","426918","STUB1",426918,"NP_001026577.1"
"NP_001026578.1","426937","PSMA5",426937,"NP_001026578.1"
"NP_001026579.1","426942","DDA1",426942,"NP_001026579.1"
"NP_001026582.2","427021","UBE2R2",427021,"NP_001026582.2"
"NP_001026583.1","427034","C1H11ORF73",427034,"NP_001026583.1"
"NP_001026584.1","427066","DOHH",427066,"NP_001026584.1"
"NP_001026585.1","427106","LYSMD3",427106,"NP_001026585.1"
"NP_001026586.1","427116","ARSK",427116,"NP_001026586.1"
"NP_001026588.1","427127","PRRC1",427127,"NP_001026588.1"
"NP_001026589.1","427166","SGTB",427166,"NP_001026589.1"
"NP_001026590.2","427173","SLC30A5",427173,"NP_001026590.2"
"NP_001026592.1","427238","HAUS6",427238,"NP_001026592.1"
"NP_001026594.1","427252","ABHD17B",427252,"NP_001026594.1"
"NP_001026597.2","427258","OSTF1",427258,"NP_001026597.2"
"NP_001026598.1","427262","GNAQ",427262,"NP_001026598.1"
"NP_001026599.1","427266","DAZAP1",427266,"NP_001026599.1"
"NP_001026601.1","427272","SYK",427272,"NP_001026601.1"
"NP_001026603.2","427285","GNE",427285,"NP_001026603.2"
"NP_001026604.1","427294","IDUA",427294,"NP_001026604.1"
"NP_001026606.1","427337","PTGR1",427337,"NP_001026606.1"
"NP_001026607.1","427347","BX255923.2",427347,"NP_001026607.1"
"NP_001026609.1","427356","ZDHHC21",427356,"NP_001026609.1"
"NP_001026611.1","427379","NCBP1",427379,"NP_001026611.1"
"NP_001026612.1","427384","TNFAIP8",427384,"NP_001026612.1"
"NP_001026613.1","427386","DTWD2",427386,"NP_001026613.1"
"NP_001026616.1","427404","DCTN3",427404,"NP_001026616.1"
"NP_001026618.1","427427","TARS",427427,"NP_001026618.1"
"NP_001026619.1","427429","AMACR",427429,"NP_001026619.1"
"NP_001026620.1","427433","BRIX1",427433,"NP_001026620.1"
"NP_001026622.1","427448","FYB",427448,"NP_001026622.1"
"NP_001026623.2","427461","NAA35",427461,"NP_001026623.2"
"NP_001026625.1","427490","IREB2",427490,"NP_001026625.1"
"NP_001026628.1","427535","AGRP",427535,"NP_001026628.1"
"NP_001026629.1","427548","NUDT19",427548,"NP_001026629.1"
"NP_001026630.1","427549","CEBPA",427549,"NP_001026630.1"
"NP_001026632.1","427559","MAP1LC3B",427559,"NP_001026632.1"
"NP_001026634.1","427573","MST1R",427573,"NP_001026634.1"
"NP_001026635.1","427590","BRPF1",427590,"NP_001026635.1"
"NP_001026636.1","427602","ZMAT2",427602,"NP_001026636.1"
"NP_001026637.1","427663","TMEM11",427663,"NP_001026637.1"
"NP_001026638.1","427672","EARS2",427672,"NP_001026638.1"
"NP_001026639.1","427679","PMM2",427679,"NP_001026639.1"
"NP_001026642.1","427713","SUDS3",427713,"NP_001026642.1"
"NP_001026643.2","427717","SF3A1",427717,"NP_001026643.2"
"NP_001026645.1","427754","UBAC1",427754,"NP_001026645.1"
"NP_001026646.1","427772","ARRDC1",427772,"NP_001026646.1"
"NP_001026650.1","427860","AVPR2",427860,"NP_001026650.1"
"NP_001026653.2","427887","H3F3C",427887,"NP_001026653.2"
"NP_001026654.1","427913","SLC41A2",427913,"NP_001026654.1"
"NP_001026655.1","427947","PTPN6",427947,"NP_001026655.1"
"NP_001026656.1","427952","WDR3",427952,"NP_001026656.1"
"NP_001026657.1","427978","MRPS6",427978,"NP_001026657.1"
"NP_001026658.1","428092","FUT4",428092,"NP_001026658.1"
"NP_001026661.1","428128","TBC1D22A",428128,"NP_001026661.1"
"NP_001026663.1","428166","PMEPA1",428166,"NP_001026663.1"
"NP_001026666.1","428218","MTF1",428218,"NP_001026666.1"
"NP_001026669.1","428263","AVPR1B",428263,"NP_001026669.1"
"NP_001026670.1","428266","YOD1",428266,"NP_001026670.1"
"NP_001026671.3","428269","DCLRE1B",428269,"NP_001026671.3"
"NP_001026672.1","428281","EFTUD2",428281,"NP_001026672.1"
"NP_001026673.2","428312","DNAJC7",428312,"NP_001026673.2"
"NP_001026674.1","428324","PLEKHJ1",428324,"NP_001026674.1"
"NP_001026675.1","428352","RAB8A",428352,"NP_001026675.1"
"NP_001026676.1","428374","PTDSS1",428374,"NP_001026676.1"
"NP_001026677.1","428377","SLC25A32",428377,"NP_001026677.1"
"NP_001026680.1","428391","MELK",428391,"NP_001026680.1"
"NP_001026683.1","428418","YME1L1",428418,"NP_001026683.1"
"NP_001026684.1","428444","STT3B",428444,"NP_001026684.1"
"NP_001026685.1","428485","MC4R",428485,"NP_001026685.1"
"NP_001026687.1","428537","MOS",428537,"NP_001026687.1"
"NP_001026688.2","428545","ASB3",428545,"NP_001026688.2"
"NP_001026689.1","428547","SSTR4",428547,"NP_001026689.1"
"NP_001026692.1","428579","ADSS",428579,"NP_001026692.1"
"NP_001026693.2","428583","PIGM",428583,"NP_001026693.2"
"NP_001026694.1","428588","NTPCR",428588,"NP_001026694.1"
"NP_001026695.1","428592","MPC1",428592,"NP_001026695.1"
"NP_001026697.1","428612","OLIG2",428612,"NP_001026697.1"
"NP_001026699.2","428661","EPT1",428661,"NP_001026699.2"
"NP_001026700.1","428673","CHMP6",428673,"NP_001026700.1"
"NP_001026702.1","428678","ANKRD40",428678,"NP_001026702.1"
"NP_001026704.1","428704","SNX12",428704,"NP_001026704.1"
"NP_001026706.1","428727","NPY1R",428727,"NP_001026706.1"
"NP_001026707.1","428748","TRAPPC11",428748,"NP_001026707.1"
"NP_001026708.1","428752","AREG",428752,"NP_001026708.1"
"NP_001026709.1","428767","ANXA5",428767,"NP_001026709.1"
"NP_001026710.1","428772","ELOVL6",428772,"NP_001026710.1"
"NP_001026711.1","428787","UBE2K",428787,"NP_001026711.1"
"NP_001026712.2","428806","CCT7",428806,"NP_001026712.2"
"NP_001026714.1","428818","COR4",428818,"NP_001026714.1"
"NP_001026718.1","428860","APIP",428860,"NP_001026718.1"
"NP_001026719.1","428864","ACP2",428864,"NP_001026719.1"
"NP_001026720.2","428878","GPHN",428878,"NP_001026720.2"
"NP_001026722.1","428896","NGB",428896,"NP_001026722.1"
"NP_001026723.1","428898","ALKBH1",428898,"NP_001026723.1"
"NP_001026726.1","428955","CH17-360D5.1",428955,"NP_001026726.1"
"NP_001026727.1","428969","PGAM1",428969,"NP_001026727.1"
"NP_001026728.2","429007","MOB4",429007,"NP_001026728.2"
"NP_001026732.1","429075","ARPC5",429075,"NP_001026732.1"
"NP_001026733.1","429081","HIAT1",429081,"NP_001026733.1"
"NP_001026734.1","429089","CYR61",429089,"NP_001026734.1"
"NP_001026735.1","429100","CMPK1",429100,"NP_001026735.1"
"NP_001026737.1","429118","DBR1",429118,"NP_001026737.1"
"NP_001026738.1","429148","LPP",429148,"NP_001026738.1"
"NP_001026744.1","429406","ARMC1",429406,"NP_001026744.1"
"NP_001026745.1","429451","PCASP2",429451,"NP_001026745.1"
"NP_001026747.1","429474","MICAL1",429474,"NP_001026747.1"
"NP_001026748.1","429484","PLAG1",429484,"NP_001026748.1"
"NP_001026749.1","429501","GALNT6",429501,"NP_001026749.1"
"NP_001026751.1","429879","HPS1",429879,"NP_001026751.1"
"NP_001026753.1","430115","PSMF1",430115,"NP_001026753.1"
"NP_001026754.1","430210","NDUFV1",430210,"NP_001026754.1"
"NP_001026755.1","430270","POU3F1",430270,"NP_001026755.1"
"NP_001026756.1","430349","ZC3H3",430349,"NP_001026756.1"
"NP_001026757.1","430350","CDK5RAP3",430350,"NP_001026757.1"
"NP_001026758.1","430409","IRF5",430409,"NP_001026758.1"
"NP_001026759.1","430442","PGLS",430442,"NP_001026759.1"
"NP_001026760.1","430581","GCC1",430581,"NP_001026760.1"
"NP_001026763.1","430689","PELO",430689,"NP_001026763.1"
"NP_001026764.1","430741","VPS45",430741,"NP_001026764.1"
"NP_001026765.1","430764","DCLRE1C",430764,"NP_001026765.1"
"NP_001026766.1","430882","IKZF5",430882,"NP_001026766.1"
"NP_001026768.1","430997","PABPC1",430997,"NP_001026768.1"
"NP_001026770.1","431056","IDH2",431056,"NP_001026770.1"
"NP_001026771.2","431059","MEF2D",431059,"NP_001026771.2"
"NP_001026773.1","431184","METTL16",431184,"NP_001026773.1"
"NP_001026775.2","431261","RP11-145E5.5",431261,"NP_001026775.2"
"NP_001026776.1","431449","RFK",431449,"NP_001026776.1"
"NP_001026779.1","431565","MBLAC2",431565,"NP_001026779.1"
"NP_001026780.2","431587","SEPP1",431587,"NP_001026780.2"
"NP_001026781.2","431605","PSIP1",431605,"NP_001026781.2"
"NP_001026782.2","431658","RGP1",431658,"NP_001026782.2"
"NP_001026783.1","431669","RMI1",431669,"NP_001026783.1"
"NP_001026943.1","424741","SSPO",424741,"NP_001026943.1"
"NP_001027533.1","416962","DRG1",416962,"NP_001027533.1"
"NP_001027562.2","419486","CELA2A",419486,"NP_001027562.2"
"NP_001028178.1","423561","CNIH1",423561,"NP_001028178.1"
"NP_001028230.1","417642","BRIP1",417642,"NP_001028230.1"
"NP_001028813.1","378803","TNFRSF11B",378803,"NP_001028813.1"
"NP_001028814.1","419851","LOC419851",419851,"NP_001028814.1"
"NP_001028815.1","419853","CR1L",419853,"NP_001028815.1"
"NP_001028817.1","421999","EPHX2",421999,"NP_001028817.1"
"NP_001029041.1","416320","VDAC1",416320,"NP_001029041.1"
"NP_001029043.2","423187","ARFGAP2",423187,"NP_001029043.2"
"NP_001029113.1","421202","FANCL",421202,"NP_001029113.1"
"NP_001029985.1","723973","CAMK4",723973,"NP_001029985.1"
"NP_001029986.2","415645","CETP",415645,"NP_001029986.2"
"NP_001029987.1","416008","DNASE1L3",416008,"NP_001029987.1"
"NP_001029990.1","421786","LIN28B",421786,"NP_001029990.1"
"NP_001029992.1","424867","PROCR",424867,"NP_001029992.1"
"NP_001029994.1","427991","XK",427991,"NP_001029994.1"
"NP_001029996.1","428363","XKR9",428363,"NP_001029996.1"
"NP_001029997.2","428759","NPFFR2",428759,"NP_001029997.2"
"NP_001029999.1","429688","PRKAG1",429688,"NP_001029999.1"
"NP_001030000.1","619530","EXOSC9",619530,"NP_001030000.1"
"NP_001032250.1","554283","MORF4L1",554283,"NP_001032250.1"
"NP_001032253.1","554283","MORF4L1",554283,"NP_001032253.1"
"NP_001032351.1","427937","WNT7B",427937,"NP_001032351.1"
"NP_001032352.2","428445","TRIM71",428445,"NP_001032352.2"
"NP_001032913.1","416280","NPY7R",416280,"NP_001032913.1"
"NP_001032918.2","418559","EFHC2",418559,"NP_001032918.2"
"NP_001032919.1","771616","ZNF512B",771616,"NP_001032919.1"
"NP_001032921.1","419920","TREM2",419920,"NP_001032921.1"
"NP_001032923.1","420385","GHRHR",420385,"NP_001032923.1"
"NP_001032924.1","421219","TLR15",421219,"NP_001032924.1"
"NP_001032926.2","424315","TNFAIP6",424315,"NP_001032926.2"
"NP_001032928.1","427944","CD86",427944,"NP_001032928.1"
"NP_001032932.1","417950","HIST2H4B",417950,"NP_001032932.1"
"NP_001033585.1","395514","EIF5B",395514,"NP_001033585.1"
"NP_001033586.2","415431","SLC24A5",415431,"NP_001033586.2"
"NP_001033782.2","424691","PGM1",424691,"NP_001033782.2"
"NP_001034186.1","418186","SLCO1C1",418186,"NP_001034186.1"
"NP_001034187.1","427006","ZP2",427006,"NP_001034187.1"
"NP_001034343.2","374058","ITGB1",374058,"NP_001034343.2"
"NP_001034344.1","769489","SMARCB1",769489,"NP_001034344.1"
"NP_001034345.2","415467","EFTUD1",415467,"NP_001034345.2"
"NP_001034347.2","415860","CDH1",415860,"NP_001034347.2"
"NP_001034350.2","415935","FANCD2",415935,"NP_001034350.2"
"NP_001034352.2","416416","RSL1D1",416416,"NP_001034352.2"
"NP_001034353.2","416826","CDK2AP1",416826,"NP_001034353.2"
"NP_001034357.2","417029","RBM19",417029,"NP_001034357.2"
"NP_001034358.1","417547","KCTD7",417547,"NP_001034358.1"
"NP_001034359.2","417733","ALG12",417733,"NP_001034359.2"
"NP_001034361.1","418052","NCF4",418052,"NP_001034361.1"
"NP_001034362.1","418182","PLCZ1",418182,"NP_001034362.1"
"NP_001034364.1","419356","SLC9A8",419356,"NP_001034364.1"
"NP_001034366.1","419713","SRPR",419713,"NP_001034366.1"
"NP_001034371.2","420948","GRB10",420948,"NP_001034371.2"
"NP_001034372.1","421031","MPPE1",421031,"NP_001034372.1"
"NP_001034373.2","421288","FOXN2",421288,"NP_001034373.2"
"NP_001034376.2","421587","ACAT2",421587,"NP_001034376.2"
"NP_001034377.1","421702","VNN1",421702,"NP_001034377.1"
"NP_001034378.1","421832","SNX14",421832,"NP_001034378.1"
"NP_001034380.1","421909","ACP1",421909,"NP_001034380.1"
"NP_001034382.1","422021","ELP3",422021,"NP_001034382.1"
"NP_001034383.1","422038","FDFT1",422038,"NP_001034383.1"
"NP_001034384.1","422107","CD300A",422107,"NP_001034384.1"
"NP_001034385.1","422249","LOC422249",422249,"NP_001034385.1"
"NP_001034389.1","422688","CAMK2D",422688,"NP_001034389.1"
"NP_001034391.1","423336","GEMIN2",423336,"NP_001034391.1"
"NP_001034395.2","424064","C7H2ORF69",424064,"NP_001034395.2"
"NP_001034396.1","424204","CNPPD1",424204,"NP_001034396.1"
"NP_001034400.1","426579","COPS5",426579,"NP_001034400.1"
"NP_001034402.1","427284","CLTA",427284,"NP_001034402.1"
"NP_001034403.1","427642","FNIP1",427642,"NP_001034403.1"
"NP_001034405.1","427823","GUSB",427823,"NP_001034405.1"
"NP_001034406.1","428134","TRPC4AP",428134,"NP_001034406.1"
"NP_001034408.1","428248","BUD13",428248,"NP_001034408.1"
"NP_001034409.1","428332","SIRT6",428332,"NP_001034409.1"
"NP_001034410.1","428335","LOC428335",428335,"NP_001034410.1"
"NP_001034413.1","428456","TMC2",428456,"NP_001034413.1"
"NP_001034415.1","428534","SOX17",428534,"NP_001034415.1"
"NP_001034418.1","429062","PRDX6",429062,"NP_001034418.1"
"NP_001034420.2","430767","PRPF19",430767,"NP_001034420.2"
"NP_001034421.1","431053","WBSCR22",431053,"NP_001034421.1"
"NP_001034424.2","431608","SMC5",431608,"NP_001034424.2"
"NP_001034542.1","420384","RP5-877J2.1",420384,"NP_001034542.1"
"NP_001034575.1","418273","VAMP1",418273,"NP_001034575.1"
"NP_001034578.1","419368","VAMP3",419368,"NP_001034578.1"
"NP_001034580.1","421569","RP11-514O12.4",421569,"NP_001034580.1"
"NP_001034653.1","429786","CRP",429786,"NP_001034653.1"
"NP_001034685.1","395100","LOC395100",395100,"NP_001034685.1"
"NP_001034686.1","419771","IL10RA",419771,"NP_001034686.1"
"NP_001034687.1","420281","COLEC10",420281,"NP_001034687.1"
"NP_001034688.1","421061","COLEC12",421061,"NP_001034688.1"
"NP_001034689.1","423130","ZDHHC5",423130,"NP_001034689.1"
