"","group","gene","results","n"
"1064","FP","NPC2","Bldg2Lay(-); Lay2Inc3(+)",2
"1065","FP","NPEPPS","Lay2Inc3(-); Inc9toInc17(-)",2
"1066","FP","NPM3","Inc9toInc17(+); Hatch2N5(-)",2
"1067","FP","NR3C1","Inc9toInc17(-); Hatch2N5(+)",2
"1068","FP","NRF1","Inc9toInc17(-); Hatch2N5(+)",2
"1069","FP","NSMF","Hatch2N5(+); N5toN9(+)",2
"1070","FP","NSUN2","Inc9toInc17(+); Hatch2N5(-)",2
"1071","FP","NT5C3A","Inc9toInc17(+); Hatch2N5(-)",2
"1072","FP","NT5DC3","Bldg2Lay(+); Lay2Inc3(-)",2
"1073","FP","NUCB2","Inc9toInc17(+); Hatch2N5(-)",2
"1074","FP","NUDCD2","Inc9toInc17(+); Hatch2N5(-)",2
"1075","FP","NUDT5","Inc9toInc17(+); Hatch2N5(-)",2
"1076","FP","NUDT6","Inc9toInc17(+); Hatch2N5(-)",2
"1077","FP","NUF2","Inc9toInc17(+); Hatch2N5(-)",2
"1078","FP","NUP88","Lay2Inc3(-); Inc9toInc17(-)",2
"1079","FP","NUS1","Inc9toInc17(+); Hatch2N5(-)",2
"1080","FP","OCIAD1","Inc9toInc17(+); Hatch2N5(-)",2
"1081","FP","OLA1","Inc9toInc17(+); Hatch2N5(-)",2
"1082","FP","OLFM1","Inc9toInc17(+); Hatch2N5(-)",2
"1083","FP","OSBPL10","Bldg2Lay(+); Lay2Inc3(-)",2
"1084","FP","OSBPL11","Inc9toInc17(+); Hatch2N5(-)",2
"1085","FP","OSER1","Lay2Inc3(+); Hatch2N5(-)",2
"1086","FP","PACRG","Lay2Inc3(+); Inc9toInc17(+)",2
"1087","FP","PACS1","Inc9toInc17(-); Hatch2N5(+)",2
"1088","FP","PAK1IP1","Inc9toInc17(+); Hatch2N5(-)",2
"1089","FP","PAM","Inc9toInc17(+); Hatch2N5(-)",2
"1090","FP","PAPSS1","Inc9toInc17(+); Hatch2N5(-)",2
"1091","FP","PARVA","Inc9toInc17(+); Hatch2N5(-)",2
"1092","FP","PBDC1","Lay2Inc3(+); Hatch2N5(-)",2
"1093","FP","PBK","Inc9toInc17(+); Hatch2N5(-)",2
"1094","FP","PBX1","Inc9toInc17(-); Hatch2N5(+)",2
"1095","FP","PCDH19","Inc9toInc17(-); Hatch2N5(+)",2
"1096","FP","PCSK1","Inc9toInc17(+); Hatch2N5(-)",2
"1097","FP","PDCD5","Lay2Inc3(+); Inc9toInc17(+)",2
"1098","FP","PDCL3","Lay2Inc3(+); Hatch2N5(-)",2
"1099","FP","PDE10A","Inc9toInc17(+); Hatch2N5(-)",2
"1100","FP","PDIA4","Inc9toInc17(+); Hatch2N5(-)",2
"1101","FP","PDK4","Inc9toInc17(+); Hatch2N5(-)",2
"1102","FP","PDZD7","Inc9toInc17(-); Hatch2N5(+)",2
"1103","FP","PGAM1","Inc9toInc17(+); Hatch2N5(-)",2
"1104","FP","PGD","Bldg2Lay(-); Lay2Inc3(+)",2
"1105","FP","PGM2","Lay2Inc3(+); Inc9toInc17(+)",2
"1106","FP","PGRMC2","Inc9toInc17(+); Hatch2N5(-)",2
"1107","FP","PHACTR3","Bldg2Lay(+); Lay2Inc3(-)",2
"1108","FP","PHB2","Lay2Inc3(+); Hatch2N5(-)",2
"1109","FP","PHF2","Inc9toInc17(-); Hatch2N5(+)",2
"1110","FP","PHF5A","Inc9toInc17(+); Hatch2N5(-)",2
"1111","FP","PIANP","Inc9toInc17(-); Hatch2N5(+)",2
"1112","FP","PIGB","Inc9toInc17(+); Hatch2N5(-)",2
"1113","FP","PIM3","Inc9toInc17(+); Hatch2N5(-)",2
"1114","FP","PIN4","Inc9toInc17(+); Hatch2N5(-)",2
"1115","FP","PITRM1","Inc9toInc17(+); Hatch2N5(-)",2
"1116","FP","PKD1","Inc9toInc17(-); Hatch2N5(+)",2
"1117","FP","PLCB2","Inc9toInc17(+); Hatch2N5(-)",2
"1118","FP","PLD1","Inc9toInc17(-); Hatch2N5(+)",2
"1119","FP","PLEKHO1","Inc9toInc17(-); Hatch2N5(+)",2
"1120","FP","PLK1","Inc9toInc17(+); Hatch2N5(-)",2
"1121","FP","PLS1","Inc9toInc17(+); Hatch2N5(-)",2
"1122","FP","PLS3","Inc9toInc17(+); Hatch2N5(-)",2
"1123","FP","PLXNB2","Inc9toInc17(-); Hatch2N5(+)",2
"1124","FP","PLXND1","Inc9toInc17(-); Hatch2N5(+)",2
"1125","FP","POLB","Inc9toInc17(+); Hatch2N5(-)",2
"1126","FP","POLR3D","Lay2Inc3(+); Hatch2N5(-)",2
"1127","FP","POLR3F","Lay2Inc3(+); Inc9toInc17(+)",2
"1128","FP","POU3F2","Lay2Inc3(+); Inc9toInc17(+)",2
"1129","FP","POU3F3","Inc9toInc17(+); Hatch2N5(-)",2
"1130","FP","POU6F1","Inc9toInc17(-); Hatch2N5(+)",2
"1131","FP","PPA2","Inc9toInc17(+); Hatch2N5(-)",2
"1132","FP","PPAP2B","Inc9toInc17(-); Hatch2N5(+)",2
"1133","FP","PPIC","Inc9toInc17(+); Hatch2N5(-)",2
"1134","FP","PPM1E","Bldg2Lay(-); Inc9toInc17(+)",2
"1135","FP","PPM1H","Lay2Inc3(-); Hatch2N5(+)",2
"1136","FP","PPP1CB","Inc9toInc17(+); Hatch2N5(-)",2
"1137","FP","PPP6R2","Inc9toInc17(-); Hatch2N5(+)",2
"1138","FP","PRADC1","Lay2Inc3(+); Inc9toInc17(+)",2
"1139","FP","PRDM11","Inc9toInc17(-); Hatch2N5(+)",2
"1140","FP","PRDM2","Lay2Inc3(-); Hatch2N5(+)",2
"1141","FP","PRDX3","Inc9toInc17(+); Hatch2N5(-)",2
"1142","FP","PRICKLE2","Lay2Inc3(-); Inc9toInc17(-)",2
"1143","FP","PRKAA2","Inc9toInc17(-); Hatch2N5(+)",2
"1144","FP","PRKCB","Inc9toInc17(-); Hatch2N5(+)",2
"1145","FP","PRL","Inc9toInc17(+); Hatch2N5(-)",2
"1146","FP","PRLH","Bldg2Lay(-); Inc9toInc17(+)",2
"1147","FP","PRMT3","Inc9toInc17(+); Hatch2N5(-)",2
"1148","FP","PROC","Inc9toInc17(-); Hatch2N5(+)",2
"1149","FP","PROCR","Inc9toInc17(+); Hatch2N5(-)",2
"1150","FP","PSMA4","Lay2Inc3(+); Hatch2N5(-)",2
"1151","FP","PSMB1","Inc9toInc17(+); Hatch2N5(-)",2
"1152","FP","PSMB7","Lay2Inc3(+); Hatch2N5(-)",2
"1153","FP","PSMC1","Lay2Inc3(+); Inc9toInc17(+)",2
"1154","FP","PSMC2","Lay2Inc3(+); Inc9toInc17(+)",2
"1155","FP","PSMC3","Inc9toInc17(+); Hatch2N5(-)",2
"1156","FP","PSMC6","Lay2Inc3(+); Hatch2N5(-)",2
"1157","FP","PSMD6","Inc9toInc17(+); Hatch2N5(-)",2
"1158","FP","PSPH","Inc9toInc17(+); Hatch2N5(-)",2
"1159","FP","PTCH1","Inc9toInc17(-); Hatch2N5(+)",2
"1160","FP","PTPN14","Inc9toInc17(-); Hatch2N5(+)",2
"1161","FP","PTPRD","Inc9toInc17(-); Hatch2N5(+)",2
"1162","FP","PTRH2","Inc9toInc17(+); Hatch2N5(-)",2
"1163","FP","PTTG1","Inc9toInc17(+); Hatch2N5(-)",2
"1164","FP","PWP2","Inc9toInc17(+); Hatch2N5(-)",2
"1165","FP","PXN","Lay2Inc3(-); Inc9toInc17(-)",2
"1166","FP","QDPR","Inc9toInc17(+); Hatch2N5(-)",2
"1167","FP","QPCT","Inc9toInc17(+); Hatch2N5(-)",2
"1168","FP","QRSL1","Inc9toInc17(+); Hatch2N5(-)",2
"1169","FP","RAB1A","Inc9toInc17(+); Hatch2N5(-)",2
"1170","FP","RAB2A","Inc9toInc17(+); Hatch2N5(-)",2
"1171","FP","RAB30","Inc9toInc17(+); Hatch2N5(-)",2
"1172","FP","RAB32","Inc9toInc17(-); Hatch2N5(+)",2
"1173","FP","RAB36","Inc9toInc17(-); Hatch2N5(+)",2
"1174","FP","RAB3GAP1","Inc9toInc17(-); Hatch2N5(+)",2
"1175","FP","RACGAP1","Inc9toInc17(+); Hatch2N5(-)",2
"1176","FP","RAI1","Inc9toInc17(-); Hatch2N5(+)",2
"1177","FP","RAN","Inc9toInc17(+); Hatch2N5(-)",2
"1178","FP","RANBP1","Inc9toInc17(+); Hatch2N5(-)",2
"1179","FP","RANGAP1","Bldg2Lay(-); Hatch2N5(-)",2
"1180","FP","RAP1GAP","Inc9toInc17(-); Hatch2N5(+)",2
"1181","FP","RAPGEF6","Inc9toInc17(-); Hatch2N5(+)",2
"1182","FP","RAPGEFL1","Inc9toInc17(-); Hatch2N5(+)",2
"1183","FP","RASAL2","Lay2Inc3(-); Hatch2N5(+)",2
"1184","FP","RASGRF1","Inc9toInc17(-); Hatch2N5(+)",2
"1185","FP","RASSF1","Inc9toInc17(+); Hatch2N5(-)",2
"1186","FP","RASSF5","Inc9toInc17(+); Hatch2N5(-)",2
"1187","FP","RB1","Inc9toInc17(+); Hatch2N5(-)",2
"1188","FP","RBFOX1","Bldg2Lay(+); Inc9toInc17(-)",2
"1189","FP","RBFOX2","Lay2Inc3(-); Inc9toInc17(-)",2
"1190","FP","RBL2","Lay2Inc3(-); Hatch2N5(+)",2
"1191","FP","RBM15","Inc9toInc17(-); Hatch2N5(+)",2
"1192","FP","RCN1","Inc9toInc17(+); Hatch2N5(-)",2
"1193","FP","REEP6","Bldg2Lay(-); Lay2Inc3(+)",2
"1194","FP","REG4","Bldg2Lay(+); Inc3toInc9(-)",2
"1195","FP","REST","Inc9toInc17(+); Hatch2N5(-)",2
"1196","FP","REXO2","Lay2Inc3(+); Hatch2N5(-)",2
"1197","FP","RFC3","Inc9toInc17(+); Hatch2N5(-)",2
"1198","FP","RFC5","Inc9toInc17(+); Hatch2N5(-)",2
"1199","FP","RGCC","Lay2Inc3(+); Inc9toInc17(+)",2
"1200","FP","RGMA","Inc9toInc17(-); Hatch2N5(+)",2
"1201","FP","RHBDL3","Inc9toInc17(-); Hatch2N5(+)",2
"1202","FP","RHOBTB3","Inc9toInc17(+); Hatch2N5(-)",2
"1203","FP","RIOK1","Inc9toInc17(+); Hatch2N5(-)",2
"1204","FP","RIPK3","Inc9toInc17(+); Hatch2N5(-)",2
"1205","FP","RITA1","Bldg2Lay(-); Lay2Inc3(+)",2
"1206","FP","RND2","Bldg2Lay(-); Inc9toInc17(-)",2
"1207","FP","RNF103","Bldg2Lay(-); Lay2Inc3(+)",2
"1208","FP","RNF11","Inc9toInc17(+); Hatch2N5(-)",2
"1209","FP","RNF130","Inc9toInc17(-); Hatch2N5(+)",2
"1210","FP","RNF145","Inc9toInc17(-); Hatch2N5(+)",2
"1211","FP","RNF216","Inc9toInc17(-); Hatch2N5(+)",2
"1212","FP","RNF24","Inc9toInc17(-); Hatch2N5(+)",2
"1213","FP","RNPEPL1","Inc9toInc17(-); Hatch2N5(+)",2
"1214","FP","ROGDI","Inc9toInc17(-); Hatch2N5(+)",2
"1215","FP","ROM1","Bldg2Lay(+); Inc9toInc17(-)",2
"1216","FP","RP1-37E16.12","Bldg2Lay(-); Lay2Inc3(+)",2
"1217","FP","RP11-1035H13.3","Inc9toInc17(+); Hatch2N5(-)",2
"1218","FP","RP11-106M3.5","Inc9toInc17(-); Hatch2N5(+)",2
"1219","FP","RP11-156P1.2","Inc9toInc17(+); Hatch2N5(-)",2
"1220","FP","RP11-196G11.1","Inc9toInc17(+); Hatch2N5(-)",2
"1221","FP","RP11-234B24.6","Lay2Inc3(+); Inc9toInc17(+)",2
"1222","FP","RP11-292K15.2","Inc9toInc17(+); Hatch2N5(-)",2
"1223","FP","RP11-2C24.9","Lay2Inc3(-); Hatch2N5(+)",2
"1224","FP","RP11-407N17.3","Inc9toInc17(+); Hatch2N5(-)",2
"1225","FP","RPF2","Inc9toInc17(+); Hatch2N5(-)",2
"1226","FP","RPL10A","Lay2Inc3(+); Hatch2N5(-)",2
"1227","FP","RPL14","Lay2Inc3(+); Inc9toInc17(+)",2
"1228","FP","RPL22","Lay2Inc3(+); Inc9toInc17(+)",2
"1229","FP","RPL22L1","Lay2Inc3(+); Hatch2N5(-)",2
"1230","FP","RPL3","Lay2Inc3(+); Hatch2N5(-)",2
"1231","FP","RPL31","Lay2Inc3(+); Inc9toInc17(+)",2
"1232","FP","RPL34","Lay2Inc3(+); Hatch2N5(-)",2
"1233","FP","RPL37","Lay2Inc3(+); Hatch2N5(-)",2
"1234","FP","RPL39","Lay2Inc3(+); Hatch2N5(-)",2
"1235","FP","RPL5","Lay2Inc3(+); Hatch2N5(-)",2
"1236","FP","RPL6","Lay2Inc3(+); Hatch2N5(-)",2
"1237","FP","RPL7","Lay2Inc3(+); Inc9toInc17(+)",2
"1238","FP","RPL7L1","Lay2Inc3(+); Hatch2N5(-)",2
"1239","FP","RPL9","Lay2Inc3(+); Inc9toInc17(+)",2
"1240","FP","RPLP0","Lay2Inc3(+); Inc9toInc17(+)",2
"1241","FP","RPN1","Inc9toInc17(+); Hatch2N5(-)",2
"1242","FP","RPN2","Inc9toInc17(+); Hatch2N5(-)",2
"1243","FP","RPRD2","Lay2Inc3(-); Inc9toInc17(-)",2
"1244","FP","RPS24","Lay2Inc3(+); Inc9toInc17(+)",2
"1245","FP","RPS27L","Lay2Inc3(+); Hatch2N5(-)",2
"1246","FP","RPS29","Lay2Inc3(+); Hatch2N5(-)",2
"1247","FP","RPS6KA6","Inc9toInc17(+); Hatch2N5(-)",2
"1248","FP","RPS7","Lay2Inc3(+); Inc9toInc17(+)",2
"1249","FP","RRAGC","Lay2Inc3(-); Inc9toInc17(-)",2
"1250","FP","RRM2","Inc9toInc17(+); Hatch2N5(-)",2
"1251","FP","RSL1D1","Inc9toInc17(+); Hatch2N5(-)",2
"1252","FP","RTN4","Inc9toInc17(+); Hatch2N5(-)",2
"1253","FP","RTN4IP1","Inc9toInc17(+); Hatch2N5(-)",2
"1254","FP","RUVBL1","Inc9toInc17(+); Hatch2N5(-)",2
"1255","FP","S100A11","Lay2Inc3(+); Hatch2N5(-)",2
"1256","FP","SBF2","Inc9toInc17(-); Hatch2N5(+)",2
"1257","FP","SCAF4","Lay2Inc3(-); Hatch2N5(+)",2
"1258","FP","SCFD1","Inc9toInc17(+); Hatch2N5(-)",2
"1259","FP","SCMH1","Inc9toInc17(-); Hatch2N5(+)",2
"1260","FP","SCRIB","Inc9toInc17(-); Hatch2N5(+)",2
"1261","FP","SDF4","Inc9toInc17(+); Hatch2N5(-)",2
"1262","FP","SDK2","Inc9toInc17(-); Hatch2N5(+)",2
"1263","FP","SEBOX","Bldg2Lay(-); N5toN9(+)",2
"1264","FP","SEC23B","Inc9toInc17(+); Hatch2N5(-)",2
"1265","FP","SEC63","Inc9toInc17(+); Hatch2N5(-)",2
"1266","FP","SEL1L","Inc9toInc17(+); Hatch2N5(-)",2
"1267","FP","SELM","Lay2Inc3(+); Hatch2N5(-)",2
"1268","FP","SELT","Inc9toInc17(+); Hatch2N5(-)",2
"1269","FP","SEMA6A","Lay2Inc3(-); Hatch2N5(+)",2
"1270","FP","SEP15","Inc9toInc17(+); Hatch2N5(-)",2
"1271","FP","SERINC1","Inc9toInc17(+); Hatch2N5(-)",2
"1272","FP","SERP1","Inc9toInc17(+); Hatch2N5(-)",2
"1273","FP","SERPINB10","Hatch2N5(-); In17toHatch(+)",2
"1274","FP","SERPINB6","Inc9toInc17(+); Hatch2N5(-)",2
"1275","FP","SETD2","Inc9toInc17(-); Hatch2N5(+)",2
"1276","FP","SETD3","Inc9toInc17(+); Hatch2N5(-)",2
"1277","FP","SEZ6","Inc9toInc17(-); Hatch2N5(+)",2
"1278","FP","SFXN1","Inc9toInc17(+); Hatch2N5(-)",2
"1279","FP","SGOL1","Inc9toInc17(+); Hatch2N5(-)",2
"1280","FP","SGSM1","Bldg2Lay(-); Hatch2N5(+)",2
"1281","FP","SGSM2","Inc9toInc17(-); Hatch2N5(+)",2
"1282","FP","SGSM3","Inc9toInc17(+); Hatch2N5(-)",2
"1283","FP","SHCBP1","Inc9toInc17(+); Hatch2N5(-)",2
"1284","FP","SHPRH","Inc9toInc17(+); Hatch2N5(-)",2
"1285","FP","SIL1","Bldg2Lay(-); Lay2Inc3(+)",2
"1286","FP","SIX2","Bldg2Lay(-); Hatch2N5(+)",2
"1287","FP","SKA1","Inc9toInc17(+); Hatch2N5(-)",2
"1288","FP","SKA3","Inc9toInc17(+); Hatch2N5(-)",2
"1289","FP","SKIDA1","Inc9toInc17(-); Hatch2N5(+)",2
"1290","FP","SLBP","Inc9toInc17(+); Hatch2N5(-)",2
"1291","FP","SLC16A1","Inc9toInc17(+); Hatch2N5(-)",2
"1292","FP","SLC17A5","Inc9toInc17(+); Hatch2N5(-)",2
"1293","FP","SLC17A9","Inc9toInc17(+); Hatch2N5(-)",2
"1294","FP","SLC1A4","Inc9toInc17(+); Hatch2N5(-)",2
"1295","FP","SLC23A2","Inc9toInc17(+); Hatch2N5(-)",2
"1296","FP","SLC25A20","Inc9toInc17(+); Hatch2N5(-)",2
"1297","FP","SLC25A3","Inc9toInc17(+); Hatch2N5(-)",2
"1298","FP","SLC30A4","Bldg2Lay(+); Lay2Inc3(-)",2
"1299","FP","SLC30A7","Inc9toInc17(+); Hatch2N5(-)",2
"1300","FP","SLC35B3","Inc9toInc17(+); Hatch2N5(-)",2
"1301","FP","SLC35D1","Inc9toInc17(-); Hatch2N5(+)",2
"1302","FP","SLC35E3","Inc9toInc17(+); Hatch2N5(-)",2
"1303","FP","SLC36A1","Inc9toInc17(-); Hatch2N5(+)",2
"1304","FP","SLC41A3","Inc9toInc17(+); Hatch2N5(-)",2
"1305","FP","SLC6A1","Bldg2Lay(+); Lay2Inc3(-)",2
"1306","FP","SLC6A2","Bldg2Lay(-); Lay2Inc3(+)",2
"1307","FP","SLC7A3","Inc9toInc17(+); Hatch2N5(-)",2
"1308","FP","SLC7A5","Inc9toInc17(+); Hatch2N5(-)",2
"1309","FP","SLC8A1","Lay2Inc3(-); Inc9toInc17(-)",2
"1310","FP","SLCO5A1","Inc9toInc17(+); Hatch2N5(-)",2
"1311","FP","SLMO2","Inc9toInc17(+); Hatch2N5(-)",2
"1312","FP","SMARCC1","Inc9toInc17(-); Hatch2N5(+)",2
"1313","FP","SMARCD1","Inc9toInc17(-); Hatch2N5(+)",2
"1314","FP","SMC1B","Inc9toInc17(-); Hatch2N5(+)",2
"1315","FP","SMC2","Inc9toInc17(+); Hatch2N5(-)",2
"1316","FP","SMG5","Inc9toInc17(-); Hatch2N5(+)",2
"1317","FP","SMG7","Inc9toInc17(-); Hatch2N5(+)",2
"1318","FP","SMG8","Inc9toInc17(+); Hatch2N5(-)",2
"1319","FP","SMIM18","Inc9toInc17(+); Hatch2N5(-)",2
"1320","FP","SNRPA1","Inc9toInc17(+); Hatch2N5(-)",2
"1321","FP","SNX14","Inc9toInc17(+); Hatch2N5(-)",2
"1322","FP","SOD1","Lay2Inc3(+); Inc9toInc17(+)",2
"1323","FP","SOGA1","Inc9toInc17(-); Hatch2N5(+)",2
"1324","FP","SORL1","Lay2Inc3(-); Hatch2N5(+)",2
"1325","FP","SP3","Bldg2Lay(+); Lay2Inc3(-)",2
"1326","FP","SPATA5","Inc9toInc17(+); Hatch2N5(-)",2
"1327","FP","SPC25","Inc9toInc17(+); Hatch2N5(-)",2
"1328","FP","SPRED2","Inc9toInc17(-); Hatch2N5(+)",2
"1329","FP","SPRY1","Inc9toInc17(+); Hatch2N5(-)",2
"1330","FP","SPTY2D1","Bldg2Lay(-); N5toN9(+)",2
"1331","FP","SRCIN1","Inc9toInc17(-); Hatch2N5(+)",2
"1332","FP","SRD5A1","Lay2Inc3(-); Inc9toInc17(+)",2
"1333","FP","SRGAP3","Inc9toInc17(-); Hatch2N5(+)",2
"1334","FP","SRP54","Inc9toInc17(+); Hatch2N5(-)",2
"1335","FP","SRP68","Inc9toInc17(+); Hatch2N5(-)",2
"1336","FP","SRPR","Inc9toInc17(+); Hatch2N5(-)",2
"1337","FP","SRPRB","Inc9toInc17(+); Hatch2N5(-)",2
"1338","FP","SRRM4","Inc9toInc17(-); Hatch2N5(+)",2
"1339","FP","SRSF10","Inc9toInc17(+); Hatch2N5(-)",2
"1340","FP","SRSF3","Inc9toInc17(-); Hatch2N5(+)",2
"1341","FP","SRSF5A","Inc9toInc17(+); Hatch2N5(-)",2
"1342","FP","SS18","Inc9toInc17(-); Hatch2N5(+)",2
"1343","FP","SSPO","Inc9toInc17(+); Hatch2N5(-)",2
"1344","FP","SSR4","Inc9toInc17(+); Hatch2N5(-)",2
"1345","FP","SSTR2","Inc9toInc17(-); Hatch2N5(+)",2
"1346","FP","SSTR3","Bldg2Lay(-); Hatch2N5(+)",2
"1347","FP","STC1","Inc9toInc17(+); Hatch2N5(-)",2
"1348","FP","STK16","Lay2Inc3(+); Hatch2N5(-)",2
"1349","FP","STK36","Inc9toInc17(-); Hatch2N5(+)",2
"1350","FP","STMN1","Inc9toInc17(+); Hatch2N5(-)",2
"1351","FP","STRAP","Inc9toInc17(+); Hatch2N5(-)",2
"1352","FP","STT3B","Inc9toInc17(+); Hatch2N5(-)",2
"1353","FP","STX12","Inc9toInc17(+); Hatch2N5(-)",2
"1354","FP","STX2","Bldg2Lay(+); Lay2Inc3(-)",2
"1355","FP","SUGP1","Inc9toInc17(-); Hatch2N5(+)",2
"1356","FP","SUPV3L1","Bldg2Lay(-); Lay2Inc3(+)",2
"1357","FP","TACC3","Inc9toInc17(+); Hatch2N5(-)",2
"1358","FP","TALDO1","Inc9toInc17(+); Hatch2N5(-)",2
"1359","FP","TAOK3","Lay2Inc3(-); Hatch2N5(+)",2
"1360","FP","TAX1BP1","Inc9toInc17(+); Hatch2N5(-)",2
"1361","FP","TBC1D30","Inc9toInc17(+); Hatch2N5(-)",2
"1362","FP","TBCA","Inc9toInc17(+); Hatch2N5(-)",2
"1363","FP","TBL2","Lay2Inc3(+); Hatch2N5(-)",2
"1364","FP","TCERG1","Inc9toInc17(-); Hatch2N5(+)",2
"1365","FP","TCF20","Inc9toInc17(-); Hatch2N5(+)",2
"1366","FP","TCF3","Inc9toInc17(-); Hatch2N5(+)",2
"1367","FP","TCF7L2","Inc9toInc17(-); Hatch2N5(+)",2
"1368","FP","TCP1","Inc9toInc17(+); Hatch2N5(-)",2
"1369","FP","TESK1","Inc9toInc17(-); Hatch2N5(+)",2
"1370","FP","TET3","Inc9toInc17(-); Hatch2N5(+)",2
"1371","FP","TFIP11","Inc9toInc17(-); Hatch2N5(+)",2
"1372","FP","TFPI2","Inc9toInc17(+); Hatch2N5(-)",2
"1373","FP","TFPT","Lay2Inc3(+); Inc9toInc17(-)",2
"1374","FP","THAP5","Inc9toInc17(+); Hatch2N5(-)",2
"1375","FP","THOC7","Inc9toInc17(+); Hatch2N5(-)",2
"1376","FP","TK1","Inc9toInc17(+); Hatch2N5(-)",2
"1377","FP","TLN2","Inc9toInc17(-); Hatch2N5(+)",2
"1378","FP","TM2D3","Inc9toInc17(+); Hatch2N5(-)",2
"1379","FP","TM9SF3","Inc9toInc17(+); Hatch2N5(-)",2
"1380","FP","TMED7","Inc9toInc17(+); Hatch2N5(-)",2
"1381","FP","TMEM100","Inc9toInc17(+); Hatch2N5(-)",2
"1382","FP","TMEM140","Inc9toInc17(-); Hatch2N5(+)",2
"1383","FP","TMEM167A","Inc9toInc17(+); Hatch2N5(-)",2
"1384","FP","TMEM18","Inc9toInc17(+); Hatch2N5(-)",2
"1385","FP","TMEM180","Inc9toInc17(+); Hatch2N5(-)",2
"1386","FP","TMEM196","Inc9toInc17(+); Hatch2N5(-)",2
"1387","FP","TMEM237","Inc9toInc17(-); Hatch2N5(+)",2
"1388","FP","TMEM241","Inc9toInc17(+); Hatch2N5(-)",2
"1389","FP","TMEM246","Inc9toInc17(-); Hatch2N5(+)",2
"1390","FP","TMEM50A","Inc9toInc17(+); Hatch2N5(-)",2
"1391","FP","TMEM52B","Inc9toInc17(+); Hatch2N5(-)",2
"1392","FP","TMEM57","Inc9toInc17(+); Hatch2N5(-)",2
"1393","FP","TMEM59","Inc9toInc17(+); Hatch2N5(-)",2
"1394","FP","TMEM69","Inc9toInc17(+); Hatch2N5(-)",2
"1395","FP","TMEM8A","Bldg2Lay(-); Hatch2N5(+)",2
"1396","FP","TMOD3","Inc9toInc17(+); Hatch2N5(-)",2
"1397","FP","TMPO","Inc9toInc17(+); Hatch2N5(-)",2
"1398","FP","TMPRSS3","Inc9toInc17(-); Hatch2N5(+)",2
"1399","FP","TMSB10","Inc9toInc17(+); Hatch2N5(-)",2
"1400","FP","TMSB4X","Inc9toInc17(+); Hatch2N5(-)",2
"1401","FP","TNRC18","Inc9toInc17(-); Hatch2N5(+)",2
"1402","FP","TOB2","Inc9toInc17(-); Hatch2N5(+)",2
"1403","FP","TOMM20","Inc9toInc17(+); Hatch2N5(-)",2
"1404","FP","TOMM5","Inc9toInc17(+); Hatch2N5(-)",2
"1405","FP","TOP2A","Lay2Inc3(-); Inc9toInc17(+)",2
"1406","FP","TPRN","Inc9toInc17(-); Hatch2N5(+)",2
"1407","FP","TRAK2","Inc9toInc17(-); Hatch2N5(+)",2
"1408","FP","TRAM1","Inc9toInc17(+); Hatch2N5(-)",2
"1409","FP","TRAPPC11","Lay2Inc3(-); Inc9toInc17(+)",2
"1410","FP","TRIM35","Inc9toInc17(+); Hatch2N5(-)",2
"1411","FP","TRIP11","Inc9toInc17(+); Hatch2N5(-)",2
"1412","FP","TRRAP","Lay2Inc3(-); Hatch2N5(+)",2
"1413","FP","TSHB","Inc9toInc17(+); Hatch2N5(-)",2
"1414","FP","TSPAN1","Bldg2Lay(-); Lay2Inc3(+)",2
"1415","FP","TSR1","Bldg2Lay(-); Hatch2N5(-)",2
"1416","FP","TSTA3","Inc9toInc17(+); Hatch2N5(-)",2
"1417","FP","TTC27","Inc9toInc17(+); Hatch2N5(-)",2
"1418","FP","TTC28","Inc9toInc17(-); Hatch2N5(+)",2
"1419","FP","TXNDC11","Inc9toInc17(+); Hatch2N5(-)",2
"1420","FP","TXNDC17","Inc9toInc17(+); Hatch2N5(-)",2
"1421","FP","TXNL1","Inc9toInc17(+); Hatch2N5(-)",2
"1422","FP","TXNL4B","Lay2Inc3(+); Inc9toInc17(+)",2
"1423","FP","U2AF1","Inc9toInc17(+); Hatch2N5(-)",2
"1424","FP","UAP1","Bldg2Lay(-); Hatch2N5(-)",2
"1425","FP","UBA5","Inc9toInc17(+); Hatch2N5(-)",2
"1426","FP","UBASH3B","Bldg2Lay(+); Lay2Inc3(-)",2
"1427","FP","UBE2A","Inc9toInc17(+); Hatch2N5(-)",2
"1428","FP","UBE2C","Inc9toInc17(+); Hatch2N5(-)",2
"1429","FP","UBE2D2","Inc9toInc17(+); Hatch2N5(-)",2
"1430","FP","UBE2N","Inc9toInc17(+); Hatch2N5(-)",2
"1431","FP","UBR7","Inc9toInc17(+); Hatch2N5(-)",2
"1432","FP","UBTD2","Lay2Inc3(-); Hatch2N5(+)",2
"1433","FP","UBTF","Inc9toInc17(-); Hatch2N5(+)",2
"1434","FP","UBXN4","Inc9toInc17(+); Hatch2N5(-)",2
"1435","FP","UBXN6","Lay2Inc3(-); Inc9toInc17(-)",2
"1436","FP","UCHL1","Inc9toInc17(+); Hatch2N5(-)",2
"1437","FP","UCHL5","Inc9toInc17(+); Hatch2N5(-)",2
"1438","FP","UCK2","Inc9toInc17(+); Hatch2N5(-)",2
"1439","FP","UFL1","Inc9toInc17(+); Hatch2N5(-)",2
"1440","FP","UFM1","Inc9toInc17(+); Hatch2N5(-)",2
