"","gene","direction.x","direction.y"
"2700","EIF5B",NA,"hi"
"2701","ELAVL2",NA,"hi"
"2702","ELAVL4",NA,"hi"
"2703","ELF3",NA,"lo"
"2704","ELK3",NA,"lo"
"2705","ELMOD2",NA,"hi"
"2706","ELOVL4",NA,"hi"
"2707","ELOVL6",NA,"hi"
"2708","EMC3",NA,"hi"
"2709","EMC7",NA,"hi"
"2710","EME1",NA,"hi"
"2711","EML1",NA,"lo"
"2712","ENDOD1",NA,"hi"
"2713","ENOX1",NA,"lo"
"2714","ENPP6",NA,"lo"
"2715","ENTPD1",NA,"lo"
"2716","ENTPD2L",NA,"lo"
"2717","ENTPD5",NA,"hi"
"2718","ENTPD7",NA,"hi"
"2719","ENTPD8L",NA,"lo"
"2720","EPB41",NA,"lo"
"2721","EPB41L5",NA,"lo"
"2722","EPHX1",NA,"lo"
"2723","EPM2A",NA,"lo"
"2724","EPRS",NA,"hi"
"2725","EPS8",NA,"hi"
"2726","ERCC6",NA,"hi"
"2727","ERG",NA,"hi"
"2728","ERGIC1",NA,"hi"
"2729","ERH",NA,"hi"
"2730","ERLEC1",NA,"hi"
"2731","ERO1L",NA,"hi"
"2732","ERO1LB",NA,"hi"
"2733","ERP29",NA,"hi"
"2734","ERP44",NA,"hi"
"2735","ESCO2",NA,"hi"
"2736","ESF1",NA,"hi"
"2737","ESR1",NA,"lo"
"2738","ESYT1",NA,"lo"
"2739","ETF1",NA,"hi"
"2740","ETV1",NA,"hi"
"2741","ETV6",NA,"lo"
"2742","EVA1B",NA,"lo"
"2743","EXO1",NA,"hi"
"2744","EXOC4",NA,"hi"
"2745","EYA1",NA,"lo"
"2746","F13A1",NA,"hi"
"2747","FA2H",NA,"hi"
"2748","FAIM2",NA,"lo"
"2749","FAM101B",NA,"lo"
"2750","FAM107A",NA,"lo"
"2751","FAM126A",NA,"lo"
"2752","FAM13A",NA,"lo"
"2753","FAM168B",NA,"lo"
"2754","FAM175B",NA,"hi"
"2755","FAM177A1",NA,"lo"
"2756","FAM180B",NA,"lo"
"2757","FAM19A1",NA,"hi"
"2758","FAM20C",NA,"hi"
"2759","FAM210A",NA,"hi"
"2760","FAM213A",NA,"hi"
"2761","FAM26F",NA,"lo"
"2762","FAM46A",NA,"hi"
"2763","FAM46C",NA,"lo"
"2764","FAM46D",NA,"hi"
"2765","FAM60A",NA,"hi"
"2766","FAM65A",NA,"lo"
"2767","FAM73A",NA,"hi"
"2768","FAM78A",NA,"lo"
"2769","FAM83G",NA,"hi"
"2770","FAM84A",NA,"hi"
"2771","FAM98A",NA,"hi"
"2772","FANCD2",NA,"hi"
"2773","FANCI",NA,"hi"
"2774","FANCL",NA,"hi"
"2775","FARSB",NA,"hi"
"2776","FAS",NA,"lo"
"2777","FAT4",NA,"lo"
"2778","FBN1",NA,"lo"
"2779","FBXL7",NA,"lo"
"2780","FBXO5",NA,"hi"
"2781","FBXW2",NA,"hi"
"2782","FCHO1",NA,"lo"
"2783","FCHSD2",NA,"lo"
"2784","FES",NA,"lo"
"2785","FFAR4",NA,"hi"
"2786","FGD4",NA,"hi"
"2787","FGD6",NA,"lo"
"2788","FGF6",NA,"hi"
"2789","FGF7",NA,"lo"
"2790","FHL5",NA,"lo"
"2791","FHOD3",NA,"hi"
"2792","FIBIN",NA,"lo"
"2793","FKBP11",NA,"hi"
"2794","FKBP4",NA,"hi"
"2795","FLVCR2",NA,"lo"
"2796","FMOD",NA,"lo"
"2797","FN1",NA,"lo"
"2798","FNDC3A",NA,"hi"
"2799","FNTB",NA,"lo"
"2800","FOSL2",NA,"hi"
"2801","FOXC1",NA,"lo"
"2802","FOXF2",NA,"lo"
"2803","FOXI1",NA,"lo"
"2804","FOXM1",NA,"hi"
"2805","FOXP2",NA,"lo"
"2806","FRAS1",NA,"lo"
"2807","FRMPD4",NA,"lo"
"2808","FRRS1L",NA,"hi"
"2809","FSHR",NA,"lo"
"2810","FSTL1",NA,"lo"
"2811","FSTL3",NA,"lo"
"2812","FUT11",NA,"lo"
"2813","FUT7",NA,"lo"
"2814","FXYD2",NA,"hi"
"2815","FXYD6",NA,"lo"
"2816","FYTTD1L",NA,"lo"
"2817","FZD10",NA,"lo"
"2818","FZD7",NA,"lo"
"2819","G3BP2",NA,"hi"
"2820","GAB1",NA,"hi"
"2821","GAB2",NA,"hi"
"2822","GABARAPL1",NA,"hi"
"2823","GABRE",NA,"hi"
"2824","GABRG1",NA,"lo"
"2825","GABRP",NA,"lo"
"2826","GAL3ST2",NA,"hi"
"2827","GALE",NA,"hi"
"2828","GALNT16",NA,"lo"
"2829","GALNT3",NA,"hi"
"2830","GALNT7",NA,"hi"
"2831","GAMT",NA,"lo"
"2832","GARS",NA,"hi"
"2833","GAS2L3",NA,"hi"
"2834","GATM",NA,"lo"
"2835","GATSL3",NA,"lo"
"2836","GCH1",NA,"hi"
"2837","GCLM",NA,"hi"
"2838","GCSH",NA,"hi"
"2839","GDI2",NA,"hi"
"2840","GDPD1",NA,"hi"
"2841","GEMIN5",NA,"hi"
"2842","GFRA1",NA,"lo"
"2843","GGA2",NA,"lo"
"2844","GGCT",NA,"hi"
"2845","GGH",NA,"hi"
"2846","GGT1",NA,"lo"
"2847","GGT5",NA,"lo"
"2848","GH",NA,"lo"
"2849","GHRL",NA,"lo"
"2850","GIF",NA,"lo"
"2851","GINS1",NA,"hi"
"2852","GINS2",NA,"hi"
"2853","GJD2",NA,"hi"
"2854","GK5",NA,"hi"
"2855","GLB1",NA,"hi"
"2856","GLB1L2",NA,"lo"
"2857","GLG1",NA,"hi"
"2858","GLI2",NA,"lo"
"2859","GLIS2",NA,"lo"
"2860","GLMN",NA,"hi"
"2861","GLRX3",NA,"hi"
"2862","GLT8D1",NA,"hi"
"2863","GMIP",NA,"lo"
"2864","GMNN",NA,"hi"
"2865","GMPR",NA,"lo"
"2866","GMPS",NA,"hi"
"2867","GNB1",NA,"hi"
"2868","GNL2",NA,"hi"
"2869","GNL3",NA,"hi"
"2870","GNPTG",NA,"hi"
"2871","GOLGA2",NA,"hi"
"2872","GOLGA3",NA,"hi"
"2873","GOLGA4",NA,"hi"
"2874","GOLGA5",NA,"hi"
"2875","GOLGB1",NA,"hi"
"2876","GOLT1B",NA,"hi"
"2877","GOPC",NA,"hi"
"2878","GOT1",NA,"hi"
"2879","GPATCH11",NA,"hi"
"2880","GPC1",NA,"hi"
"2881","GPD1L",NA,"lo"
"2882","GPN3",NA,"hi"
"2883","GPR123",NA,"hi"
"2884","GPR157",NA,"lo"
"2885","GPR180",NA,"hi"
"2886","GPR34",NA,"lo"
"2887","GPR52",NA,"lo"
"2888","GPR75",NA,"lo"
"2889","GPRIN3",NA,"hi"
"2890","GPX4",NA,"hi"
"2891","GRAP2",NA,"lo"
"2892","GRID2",NA,"hi"
"2893","GRIK2",NA,"hi"
"2894","GRIN2C",NA,"lo"
"2895","GRM8",NA,"lo"
"2896","GRTP1",NA,"lo"
"2897","GRXCR1",NA,"hi"
"2898","GSDMA",NA,"lo"
"2899","GSG1L",NA,"lo"
"2900","GSK3B",NA,"hi"
"2901","GSPT1",NA,"hi"
"2902","GSTK1",NA,"lo"
"2903","GTF2H4",NA,"lo"
"2904","GTF3C6",NA,"hi"
"2905","GTPBP10",NA,"hi"
"2906","GTPBP4",NA,"hi"
"2907","GUCY1A3",NA,"lo"
"2908","GUCY1B4",NA,"hi"
"2909","GVIN1",NA,"lo"
"2910","GXYLT2",NA,"hi"
"2911","H2AFJ",NA,"lo"
"2912","H6PD",NA,"lo"
"2913","HACD3",NA,"hi"
"2914","HBEGF",NA,"lo"
"2915","HBS1L",NA,"hi"
"2916","HCLS1",NA,"lo"
"2917","HEBP2",NA,"hi"
"2918","HEG1",NA,"lo"
"2919","HELLS",NA,"hi"
"2920","HERPUD1",NA,"hi"
"2921","HEY1",NA,"lo"
"2922","HEYL",NA,"lo"
"2923","HHATL",NA,"lo"
"2924","HHEX",NA,"lo"
"2925","HHIP",NA,"lo"
"2926","HHIPL1",NA,"lo"
"2927","HIC1",NA,"lo"
"2928","HIPK1",NA,"lo"
"2929","HJURP",NA,"hi"
"2930","HK2",NA,"hi"
"2931","HLA-DRA",NA,"lo"
"2932","HLX",NA,"lo"
"2933","HM13",NA,"hi"
"2934","HMGB2",NA,"hi"
"2935","HMGCLL1",NA,"lo"
"2936","HMGN1",NA,"hi"
"2937","HMGN5",NA,"hi"
"2938","HMMR",NA,"hi"
"2939","HNF4A",NA,"lo"
"2940","HNF4G",NA,"hi"
"2941","HNRNPA2B1",NA,"hi"
"2942","HNRNPAB",NA,"hi"
"2943","HNRNPH3",NA,"hi"
"2944","HOMER2",NA,"hi"
"2945","HOMER3",NA,"lo"
"2946","HOOK1",NA,"hi"
"2947","HPCAL1",NA,"hi"
"2948","HPRT1",NA,"hi"
"2949","HRH2",NA,"lo"
"2950","HRH3",NA,"hi"
"2951","HS3ST3A1",NA,"lo"
"2952","HS6ST1",NA,"lo"
"2953","HS6ST2",NA,"hi"
"2954","HSD17B12",NA,"hi"
"2955","HSF3",NA,"lo"
"2956","HSP90B1",NA,"hi"
"2957","HSPA13",NA,"hi"
"2958","HSPA14",NA,"hi"
"2959","HSPA5",NA,"hi"
"2960","HSPB1",NA,"lo"
"2961","HSPG2",NA,"lo"
"2962","HTR7",NA,"lo"
"2963","HTRA1",NA,"lo"
"2964","IARS",NA,"hi"
"2965","IARS2",NA,"hi"
"2966","IBTK",NA,"hi"
"2967","ICA1",NA,"hi"
"2968","ICOS",NA,"lo"
"2969","ICOSLG",NA,"lo"
"2970","IDE",NA,"hi"
"2971","IDH1",NA,"lo"
"2972","IDH3A",NA,"hi"
"2973","IDI1",NA,"hi"
"2974","IFI35",NA,"lo"
"2975","IFNGR2",NA,"lo"
"2976","IFRD1",NA,"hi"
"2977","IGF2BP2",NA,"lo"
"2978","IGFBP4",NA,"lo"
"2979","IGFN1",NA,"lo"
"2980","IGSF5",NA,"hi"
"2981","IGSF6",NA,"lo"
"2982","IKZF1",NA,"lo"
"2983","IL12RB2",NA,"lo"
"2984","IL13RA1",NA,"lo"
"2985","IL16",NA,"lo"
"2986","IL18R1",NA,"lo"
"2987","IL1RAPL1",NA,"hi"
"2988","IL2RB",NA,"lo"
"2989","IL2RG",NA,"lo"
"2990","IL34",NA,"lo"
"2991","IMPA1",NA,"hi"
"2992","IMPACT",NA,"hi"
"2993","IMPAD1",NA,"hi"
"2994","INCENP",NA,"hi"
"2995","INF2",NA,"lo"
"2996","INPP5A",NA,"hi"
"2997","INPP5D",NA,"lo"
"2998","INPPL1",NA,"lo"
"2999","INSC",NA,"lo"
"3000","INSIG1",NA,"hi"
"3001","INSM1",NA,"hi"
"3002","IPO5",NA,"hi"
"3003","IPO7",NA,"hi"
"3004","IRF1",NA,"lo"
"3005","IRF6",NA,"lo"
"3006","IRF7",NA,"lo"
"3007","IRF8",NA,"lo"
"3008","ISL2",NA,"lo"
"3009","ISYNA1",NA,"lo"
"3010","ITFG1",NA,"hi"
"3011","ITGA3",NA,"lo"
"3012","ITGA9",NA,"lo"
"3013","ITGB1BP3",NA,"hi"
"3014","ITGB2",NA,"lo"
"3015","ITGB5",NA,"lo"
"3016","ITM2B",NA,"hi"
"3017","IVNS1ABP",NA,"hi"
"3018","IWS1",NA,"hi"
"3019","JADE2",NA,"hi"
"3020","JAK1",NA,"lo"
"3021","JAK3",NA,"lo"
"3022","JKAMP",NA,"hi"
"3023","KARS",NA,"hi"
"3024","KATNA1",NA,"hi"
"3025","KATNB1",NA,"lo"
"3026","KAZALD1",NA,"lo"
"3027","KBTBD4",NA,"lo"
"3028","KCNB2",NA,"hi"
"3029","KCND3",NA,"hi"
"3030","KCNJ12",NA,"lo"
"3031","KCNJ16",NA,"lo"
"3032","KCNJ8",NA,"lo"
"3033","KCNK13",NA,"lo"
"3034","KCNQ3",NA,"hi"
"3035","KCTD10",NA,"lo"
"3036","KCTD14",NA,"hi"
"3037","KCTD21",NA,"hi"
"3038","KCTD8",NA,"lo"
"3039","KDELC2",NA,"hi"
"3040","KIAA0040",NA,"lo"
"3041","KIAA0195",NA,"lo"
"3042","KIAA0355",NA,"lo"
"3043","KIAA1107",NA,"hi"
"3044","KIAA1191",NA,"lo"
"3045","KIAA1217",NA,"lo"
"3046","KIAA1524",NA,"hi"
"3047","KIAA1549L",NA,"lo"
"3048","KIAA1755",NA,"lo"
"3049","KIAA1919",NA,"lo"
"3050","KIF11",NA,"hi"
"3051","KIF15",NA,"hi"
"3052","KIF16B",NA,"hi"
"3053","KIF18A",NA,"hi"
"3054","KIF20A",NA,"hi"
"3055","KIF23",NA,"hi"
"3056","KIF4A",NA,"hi"
"3057","KIRREL",NA,"lo"
"3058","KLF8",NA,"lo"
"3059","KLHDC3",NA,"hi"
"3060","KLHDC8B",NA,"lo"
"3061","KLHL1",NA,"hi"
"3062","KLHL13",NA,"hi"
"3063","KLHL14",NA,"lo"
"3064","KNSTRN",NA,"hi"
"3065","KNTC1",NA,"hi"
"3066","KPNA2",NA,"hi"
"3067","KRTCAP2",NA,"hi"
"3068","LAMA1",NA,"lo"
"3069","LAMA4",NA,"lo"
"3070","LAMB1",NA,"lo"
"3071","LAMC2",NA,"hi"
"3072","LAMP2",NA,"hi"
"3073","LAMP3",NA,"lo"
"3074","LAPTM4B",NA,"hi"
"3075","LAPTM5",NA,"lo"
"3076","LBH",NA,"hi"
"3077","LCAT",NA,"lo"
"3078","LCK",NA,"lo"
"3079","LCLAT1",NA,"hi"
"3080","LCP1",NA,"lo"
"3081","LCP2",NA,"lo"
"3082","LDHA",NA,"hi"
"3083","LEPROTL1",NA,"hi"
"3084","LETM1",NA,"hi"
"3085","LGI1",NA,"lo"
"3086","LGMN",NA,"hi"
"3087","LGR4",NA,"lo"
"3088","LGR5",NA,"lo"
"3089","LHFP",NA,"lo"
"3090","LIMCH1",NA,"lo"
"3091","LIPA",NA,"lo"
"3092","LLGL2",NA,"lo"
"3093","LMBR1",NA,"hi"
"3094","LMO4",NA,"lo"
"3095","LMOD1",NA,"lo"
"3096","LNX2",NA,"lo"
"3097","LOC100857380",NA,"hi"
"3098","LOC100857467",NA,"lo"
"3099","LOC100857622",NA,"hi"
"3100","LOC100857714",NA,"lo"
"3101","LOC100858115",NA,"hi"
"3102","LOC100858130",NA,"hi"
"3103","LOC100858260",NA,"lo"
"3104","LOC100858320",NA,"lo"
"3105","LOC100858332",NA,"hi"
"3106","LOC100859104",NA,"hi"
"3107","LOC100859454",NA,"lo"
"3108","LOC100859557",NA,"hi"
"3109","LOC100859599",NA,"lo"
"3110","LOC101747378",NA,"lo"
"3111","LOC101747531",NA,"hi"
"3112","LOC101747823",NA,"lo"
"3113","LOC101748559",NA,"hi"
"3114","LOC101748694",NA,"hi"
"3115","LOC101748867",NA,"lo"
"3116","LOC101748987",NA,"lo"
"3117","LOC101749223",NA,"lo"
"3118","LOC101749287",NA,"hi"
"3119","LOC101749352",NA,"lo"
"3120","LOC101749531",NA,"hi"
"3121","LOC101749756",NA,"lo"
"3122","LOC101749834",NA,"hi"
"3123","LOC101750437",NA,"lo"
"3124","LOC101750767",NA,"hi"
"3125","LOC101751263",NA,"lo"
"3126","LOC101751319",NA,"lo"
"3127","LOC101751638",NA,"hi"
"3128","LOC101751749",NA,"hi"
"3129","LOC101751823",NA,"hi"
"3130","LOC101752155",NA,"lo"
"3131","LOC107048987",NA,"hi"
"3132","LOC107049088",NA,"hi"
"3133","LOC107049099",NA,"hi"
"3134","LOC107049603",NA,"hi"
"3135","LOC107049683",NA,"lo"
"3136","LOC107049885",NA,"hi"
"3137","LOC107049926",NA,"lo"
"3138","LOC107050012",NA,"lo"
"3139","LOC107050106",NA,"lo"
"3140","LOC107050335",NA,"lo"
"3141","LOC107050548",NA,"lo"
"3142","LOC107050638",NA,"lo"
"3143","LOC107050779",NA,"lo"
"3144","LOC107050828",NA,"lo"
"3145","LOC107051142",NA,"lo"
"3146","LOC107051161",NA,"lo"
"3147","LOC107051182",NA,"hi"
"3148","LOC107051408",NA,"lo"
"3149","LOC107051429",NA,"hi"
"3150","LOC107051454",NA,"lo"
"3151","LOC107051507",NA,"lo"
"3152","LOC107051857",NA,"lo"
"3153","LOC107052169",NA,"lo"
"3154","LOC107052644",NA,"lo"
"3155","LOC107053186",NA,"lo"
"3156","LOC107053353",NA,"lo"
"3157","LOC107053497",NA,"hi"
"3158","LOC107054267",NA,"lo"
"3159","LOC107054798",NA,"hi"
"3160","LOC107054855",NA,"lo"
"3161","LOC107055024",NA,"lo"
"3162","LOC107055405",NA,"lo"
"3163","LOC107055436",NA,"lo"
"3164","LOC107055715",NA,"hi"
"3165","LOC107056124",NA,"hi"
"3166","LOC107056239",NA,"lo"
"3167","LOC107056399",NA,"lo"
"3168","LOC107056430",NA,"hi"
"3169","LOC107056797",NA,"hi"
"3170","LOC107056972",NA,"lo"
"3171","LOC107057152",NA,"lo"
"3172","LOC107057175",NA,"hi"
"3173","LOC107057238",NA,"lo"
"3174","LOC107057516",NA,"lo"
"3175","LOC107057578",NA,"lo"
"3176","LOC407092",NA,"hi"
"3177","LOC414835",NA,"hi"
"3178","LOC415641",NA,"hi"
"3179","LOC416146",NA,"lo"
"3180","LOC416212",NA,"hi"
"3181","LOC416633",NA,"lo"
"3182","LOC417013",NA,"hi"
"3183","LOC417345",NA,"lo"
"3184","LOC418554",NA,"lo"
"3185","LOC418667",NA,"lo"
"3186","LOC418811",NA,"hi"
"3187","LOC419112",NA,"lo"
"3188","LOC419333",NA,"lo"
"3189","LOC419409",NA,"lo"
"3190","LOC419851",NA,"lo"
"3191","LOC420419",NA,"lo"
"3192","LOC421441",NA,"lo"
"3193","LOC421740",NA,"lo"
"3194","LOC421856",NA,"hi"
"3195","LOC421935",NA,"lo"
"3196","LOC422224",NA,"hi"
"3197","LOC422249",NA,"hi"
"3198","LOC422320",NA,"lo"
"3199","LOC422513",NA,"lo"
"3200","LOC423134",NA,"lo"
"3201","LOC423793",NA,"hi"
"3202","LOC424109",NA,"hi"
"3203","LOC424201",NA,"hi"
"3204","LOC424401",NA,"hi"
"3205","LOC424892",NA,"lo"
"3206","LOC424998",NA,"hi"
"3207","LOC426106",NA,"lo"
"3208","LOC426385",NA,"hi"
"3209","LOC427665",NA,"hi"
"3210","LOC428479",NA,"hi"
"3211","LOC429518",NA,"lo"
"3212","LOC429809",NA,"lo"
"3213","LOC431656",NA,"lo"
"3214","LOC768374",NA,"lo"
"3215","LOC769039",NA,"lo"
"3216","LOC769676",NA,"lo"
"3217","LOC770612",NA,"lo"
"3218","LOC770718",NA,"lo"
"3219","LOC770936",NA,"lo"
"3220","LOC771456",NA,"hi"
"3221","LOC771545",NA,"lo"
"3222","LOC771758",NA,"hi"
"3223","LOXL2",NA,"lo"
"3224","LOXL3",NA,"lo"
"3225","LPAR5",NA,"lo"
"3226","LPAR6",NA,"lo"
"3227","LPHN2",NA,"lo"
"3228","LPHN3",NA,"lo"
"3229","LPPR5",NA,"hi"
"3230","LRFN3",NA,"lo"
"3231","LRP3",NA,"lo"
"3232","LRRC10B",NA,"lo"
"3233","LRRC32",NA,"lo"
"3234","LRRC47",NA,"lo"
"3235","LRRC59",NA,"hi"
"3236","LRRC7",NA,"hi"
"3237","LRRC75A",NA,"lo"
"3238","LRRC8D",NA,"lo"
"3239","LRRFIP2",NA,"hi"
"3240","LRRIQ1",NA,"hi"
"3241","LRRK1",NA,"lo"
"3242","LRRTM3",NA,"hi"
"3243","LRRTM4",NA,"hi"
"3244","LRWD1",NA,"lo"
"3245","LSM1",NA,"hi"
"3246","LSM14B",NA,"hi"
"3247","LUC7L2",NA,"hi"
"3248","LY75",NA,"lo"
"3249","LY86",NA,"lo"
"3250","LY96",NA,"lo"
"3251","LYPLA1",NA,"hi"
"3252","LYPLAL1",NA,"hi"
"3253","LYRM5",NA,"hi"
"3254","LYSMD2",NA,"hi"
"3255","LZTFL1",NA,"hi"
"3256","MAB21L3",NA,"hi"
"3257","MAD2L1",NA,"hi"
"3258","MAD2L1BP",NA,"hi"
"3259","MADD",NA,"lo"
"3260","MAEA",NA,"hi"
"3261","MAFA",NA,"hi"
"3262","MAFB",NA,"lo"
"3263","MAK16",NA,"hi"
"3264","MAML1",NA,"lo"
"3265","MAMLD1",NA,"lo"
"3266","MAN1A1",NA,"hi"
"3267","MANF",NA,"hi"
"3268","MAP2",NA,"lo"
"3269","MAP2K1",NA,"hi"
"3270","MAP2K3",NA,"hi"
"3271","MAP3K7",NA,"hi"
"3272","MAP4",NA,"lo"
"3273","MAP6D1",NA,"lo"
"3274","MAP7D3",NA,"hi"
"3275","MAPK1IP1L",NA,"lo"
"3276","MAPK8",NA,"hi"
"3277","MAPK8IP1",NA,"lo"
"3278","MARC2",NA,"hi"
"3279","MARCH1",NA,"lo"
"3280","MARCH11",NA,"hi"
"3281","MARCH7",NA,"hi"
"3282","MARCKS",NA,"lo"
"3283","MARCO",NA,"lo"
"3284","MAST3",NA,"lo"
"3285","MASTL",NA,"hi"
"3286","MATN2",NA,"lo"
"3287","MC5R",NA,"lo"
"3288","MCFD2",NA,"hi"
"3289","MCM10",NA,"hi"
"3290","MCM2",NA,"hi"
"3291","MCM3",NA,"hi"
"3292","MCM5",NA,"hi"
"3293","MCM6",NA,"hi"
"3294","MCM8",NA,"hi"
"3295","MCU",NA,"hi"
"3296","MDH1",NA,"hi"
"3297","MDH2",NA,"hi"
"3298","MDM4",NA,"lo"
"3299","MECOM",NA,"lo"
"3300","MED12",NA,"lo"
"3301","MED28",NA,"hi"
"3302","MEIS1",NA,"hi"
"3303","MERTK",NA,"lo"
"3304","MESDC2",NA,"hi"
"3305","METAP1D",NA,"hi"
"3306","METAP2",NA,"hi"
"3307","METTL21A",NA,"hi"
"3308","METTL22",NA,"hi"
"3309","METTL9",NA,"hi"
"3310","MFN1",NA,"hi"
"3311","MFSD11",NA,"hi"
"3312","MFSD2A",NA,"hi"
"3313","MFSD4",NA,"hi"
"3314","MGAT4C",NA,"hi"
"3315","MGLL",NA,"lo"
"3316","MGST2",NA,"lo"
"3317","MICU1",NA,"hi"
"3318","MID1IP1",NA,"lo"
"3319","MINOS1",NA,"hi"
"3320","MIPOL1",NA,"hi"
"3321","MIS12",NA,"hi"
"3322","MITD1",NA,"hi"
"3323","MKI67",NA,"hi"
"3324","MLEC",NA,"hi"
"3325","MLLT10",NA,"hi"
"3326","MLN",NA,"hi"
"3327","MLST8",NA,"lo"
"3328","MMRN2",NA,"lo"
"3329","MN1",NA,"lo"
"3330","MND1",NA,"hi"
"3331","MOGAT1",NA,"lo"
"3332","MOSPD1",NA,"hi"
"3333","MOV10",NA,"lo"
"3334","MPEG1",NA,"lo"
"3335","MPHOSPH10",NA,"hi"
"3336","MPO",NA,"hi"
"3337","MPP1",NA,"lo"
"3338","MRAP2",NA,"lo"
"3339","MRC2",NA,"lo"
"3340","MRPL15",NA,"hi"
"3341","MRPL19",NA,"hi"
"3342","MRPL33",NA,"hi"
"3343","MRPL48",NA,"hi"
"3344","MRPS18C",NA,"hi"
"3345","MRPS26",NA,"hi"
"3346","MRPS31",NA,"hi"
"3347","MRPS5",NA,"hi"
"3348","MRPS9",NA,"hi"
"3349","MRS2",NA,"hi"
"3350","MSANTD2",NA,"lo"
"3351","MSANTD4",NA,"hi"
"3352","MSH2",NA,"hi"
"3353","MSL2",NA,"lo"
"3354","MSMO1",NA,"hi"
"3355","MT4",NA,"lo"
"3356","MTERF2",NA,"hi"
"3357","MTFR1",NA,"hi"
"3358","MTG2",NA,"hi"
"3359","MTHFR",NA,"lo"
"3360","MTIF2",NA,"hi"
"3361","MTMR8",NA,"lo"
"3362","MTPN",NA,"hi"
"3363","MTRR",NA,"hi"
"3364","MTSS1",NA,"lo"
"3365","MURC",NA,"hi"
"3366","MVK",NA,"hi"
"3367","MX1",NA,"lo"
"3368","MXD3",NA,"hi"
"3369","MXRA8",NA,"lo"
"3370","MYBL1",NA,"hi"
"3371","MYBL2",NA,"hi"
"3372","MYBPC3",NA,"hi"
"3373","MYC",NA,"hi"
"3374","MYD88",NA,"lo"
"3375","MYH10",NA,"lo"
"3376","MYL10",NA,"lo"
"3377","MYO15A",NA,"lo"
"3378","MYO1B",NA,"lo"
"3379","MYO1C",NA,"lo"
"3380","MYO1D",NA,"lo"
"3381","MYO9B",NA,"lo"
"3382","MYOC",NA,"lo"
"3383","MYOT",NA,"hi"
"3384","MYT1L",NA,"hi"
"3385","N4BP2L1",NA,"lo"
"3386","NAA25",NA,"hi"
"3387","NAALADL2",NA,"hi"
"3388","NABP1",NA,"hi"
"3389","NACC2",NA,"lo"
"3390","NAGPA",NA,"lo"
"3391","NAP1L4",NA,"hi"
"3392","NAPG",NA,"hi"
"3393","NBAS",NA,"hi"
"3394","NBR1",NA,"hi"
"3395","NCAPD3",NA,"hi"
"3396","NCAPG",NA,"hi"
"3397","NCAPH",NA,"hi"
"3398","NCAPH2",NA,"hi"
"3399","NCF1",NA,"lo"
"3400","NCF2",NA,"lo"
"3401","NCK2",NA,"hi"
"3402","NCKAP1",NA,"hi"
"3403","NCL",NA,"hi"
"3404","NDC80",NA,"hi"
"3405","NDNL2",NA,"hi"
"3406","NDUFB10",NA,"hi"
"3407","NDUFB5",NA,"hi"
"3408","NDUFC2",NA,"hi"
"3409","NDUFS6",NA,"hi"
"3410","NDUFV2",NA,"hi"
"3411","NEB",NA,"lo"
"3412","NECAB3",NA,"lo"
"3413","NECAP1",NA,"hi"
"3414","NEK2",NA,"hi"
"3415","NEK9",NA,"lo"
"3416","NELL2",NA,"lo"
"3417","NET1",NA,"lo"
"3418","NETO1",NA,"hi"
"3419","NEU3",NA,"lo"
"3420","NEURL1",NA,"hi"
"3421","NFASC",NA,"lo"
"3422","NFATC3",NA,"lo"
"3423","NFIC",NA,"lo"
"3424","NFIX",NA,"lo"
"3425","NFKB2",NA,"lo"
"3426","NFKBIE",NA,"lo"
"3427","NGEF",NA,"lo"
"3428","NGFR",NA,"lo"
"3429","NGLY1",NA,"hi"
"3430","NHEDC2",NA,"hi"
"3431","NHSL2",NA,"lo"
"3432","NID2",NA,"lo"
"3433","NIP7",NA,"hi"
"3434","NISCH",NA,"hi"
"3435","NKAIN3",NA,"hi"
"3436","NKD1",NA,"lo"
"3437","NKX2-2",NA,"lo"
"3438","NLRC5",NA,"lo"
"3439","NME2",NA,"hi"
"3440","NMRAL1",NA,"lo"
"3441","NMT2",NA,"hi"
"3442","NNF1",NA,"hi"
"3443","NNT",NA,"hi"
"3444","NOCT",NA,"hi"
"3445","NOL4",NA,"lo"
"3446","NOL8",NA,"hi"
"3447","NONO",NA,"hi"
"3448","NOP14",NA,"hi"
"3449","NOP58",NA,"hi"
"3450","NOS2",NA,"lo"
"3451","NOV",NA,"lo"
"3452","NPAS3",NA,"lo"
"3453","NPFFR1",NA,"hi"
"3454","NPM1",NA,"hi"
"3455","NPR2",NA,"lo"
"3456","NR1H3",NA,"lo"
"3457","NR3C1",NA,"lo"
"3458","NR4A3",NA,"hi"
"3459","NRDE2",NA,"lo"
"3460","NRF1",NA,"lo"
"3461","NRG3",NA,"lo"
"3462","NRGN",NA,"lo"
"3463","NRIP3",NA,"lo"
"3464","NRK",NA,"lo"
"3465","NRP2",NA,"lo"
"3466","NSRP1",NA,"hi"
"3467","NSUN2",NA,"hi"
"3468","NSUN5",NA,"lo"
"3469","NT5C1A",NA,"lo"
"3470","NT5C2",NA,"hi"
"3471","NT5C3A",NA,"hi"
"3472","NT5DC2",NA,"hi"
"3473","NT5DC3",NA,"lo"
"3474","NTN1",NA,"hi"
"3475","NTN4L",NA,"hi"
"3476","NUCB2",NA,"hi"
"3477","NUCKS1",NA,"hi"
"3478","NUDCD2",NA,"hi"
