"","geneid","bird_id","sex","tissue","stage","counts","manip","timept"
"1121","prl","s089.blk.pk.pu","female","pituitary","extend",391790.8,"y",12
"1122","prlr","s089.blk.pk.pu","female","pituitary","extend",54.61044,"y",12
"1123","prl","s090.blk.pk.w","male","gonad","m.hatch",736.9498,"y",16
"1124","prlr","s090.blk.pk.w","male","gonad","m.hatch",32.84643,"y",16
"1125","prl","s090.blk.pk.w","male","hypothalamus","m.hatch",40.64584,"y",16
"1126","prlr","s090.blk.pk.w","male","hypothalamus","m.hatch",197.9051,"y",16
"1127","prl","s090.blk.pk.w","male","pituitary","m.hatch",245324.6,"y",16
"1128","prlr","s090.blk.pk.w","male","pituitary","m.hatch",128.1178,"y",16
"1129","prl","s091.blk.r.g","female","gonad","m.inc.d8",373.2014,"y",7
"1130","prlr","s091.blk.r.g","female","gonad","m.inc.d8",3.357974,"y",7
"1131","prl","s091.blk.r.g","female","hypothalamus","m.inc.d8",321.2493,"y",7
"1132","prlr","s091.blk.r.g","female","hypothalamus","m.inc.d8",126.9371,"y",7
"1133","prl","s091.blk.r.g","female","pituitary","m.inc.d8",88432.96,"y",7
"1134","prlr","s091.blk.r.g","female","pituitary","m.inc.d8",93.57855,"y",7
"1135","prl","s092.blk.r.o","female","gonad","bldg",59.849,"n",2
"1136","prlr","s092.blk.r.o","female","gonad","bldg",9.657748,"n",2
"1137","prl","s092.blk.r.o","female","hypothalamus","bldg",489.7049,"n",2
"1138","prlr","s092.blk.r.o","female","hypothalamus","bldg",107.5326,"n",2
"1139","prl","s092.blk.r.o","female","pituitary","bldg",15378.41,"n",2
"1140","prlr","s092.blk.r.o","female","pituitary","bldg",45.50951,"n",2
"1141","prl","s093.blk.y.d","female","gonad","m.inc.d3",288.382,"y",5
"1142","prlr","s093.blk.y.d","female","gonad","m.inc.d3",15.76768,"y",5
"1143","prl","s093.blk.y.d","female","hypothalamus","m.inc.d3",83.91039,"y",5
"1144","prlr","s093.blk.y.d","female","hypothalamus","m.inc.d3",124.8299,"y",5
"1145","prl","s093.blk.y.d","female","pituitary","m.inc.d3",41593.15,"y",5
"1146","prlr","s093.blk.y.d","female","pituitary","m.inc.d3",80.06548,"y",5
"1147","prl","s095.g.blk.o","female","gonad","lay",202.0161,"n",3
"1148","prlr","s095.g.blk.o","female","gonad","lay",60.05276,"n",3
"1149","prl","s095.g.blk.o","female","hypothalamus","lay",403.6338,"n",3
"1150","prlr","s095.g.blk.o","female","hypothalamus","lay",139.08,"n",3
"1151","prl","s095.g.blk.o","female","pituitary","lay",38518.88,"n",3
"1152","prlr","s095.g.blk.o","female","pituitary","lay",61.64474,"n",3
"1153","prl","s096.g.blk.pk","male","gonad","m.inc.d17",521.7537,"y",10
"1154","prlr","s096.g.blk.pk","male","gonad","m.inc.d17",55.66301,"y",10
"1155","prl","s096.g.blk.pk","male","hypothalamus","m.inc.d17",89.11249,"y",10
"1156","prlr","s096.g.blk.pk","male","hypothalamus","m.inc.d17",222.4819,"y",10
"1157","prl","s096.g.blk.pk","male","pituitary","m.inc.d17",256135.1,"y",10
"1158","prlr","s096.g.blk.pk","male","pituitary","m.inc.d17",133.1692,"y",10
"1159","prl","s100.l.pk.blk","female","gonad","m.inc.d17",175.4678,"y",10
"1160","prlr","s100.l.pk.blk","female","gonad","m.inc.d17",39.62294,"y",10
"1161","prl","s100.l.pk.blk","female","hypothalamus","m.inc.d17",168.2026,"y",10
"1162","prlr","s100.l.pk.blk","female","hypothalamus","m.inc.d17",162.309,"y",10
"1163","prl","s100.l.pk.blk","female","pituitary","m.inc.d17",403192.5,"y",10
"1164","prlr","s100.l.pk.blk","female","pituitary","m.inc.d17",47.45995,"y",10
"1165","prl","s103.y.pk.blk","female","gonad","m.inc.d3",501.9404,"y",5
"1166","prlr","s103.y.pk.blk","female","gonad","m.inc.d3",24.25767,"y",5
"1167","prl","s103.y.pk.blk","female","hypothalamus","m.inc.d3",118.2956,"y",5
"1168","prlr","s103.y.pk.blk","female","hypothalamus","m.inc.d3",180.0568,"y",5
"1169","prl","s103.y.pk.blk","female","pituitary","m.inc.d3",43596.61,"y",5
"1170","prlr","s103.y.pk.blk","female","pituitary","m.inc.d3",65.77597,"y",5
"1171","prl","s136.d.w.o","female","gonad","lay",208.0982,"n",3
"1172","prlr","s136.d.w.o","female","gonad","lay",24.20856,"n",3
"1173","prl","s136.d.w.o","female","hypothalamus","lay",144.7151,"n",3
"1174","prlr","s136.d.w.o","female","hypothalamus","lay",153.4097,"n",3
"1175","prl","s136.d.w.o","female","pituitary","lay",98187.84,"n",3
"1176","prlr","s136.d.w.o","female","pituitary","lay",42.0763,"n",3
"1177","prl","s137.g.blk.y","female","gonad","extend",179.8587,"y",12
"1178","prlr","s137.g.blk.y","female","gonad","extend",32.95251,"y",12
"1179","prl","s137.g.blk.y","female","hypothalamus","extend",33.65264,"y",12
"1180","prlr","s137.g.blk.y","female","hypothalamus","extend",164.4302,"y",12
"1181","prl","s137.g.blk.y","female","pituitary","extend",378588.7,"y",12
"1182","prlr","s137.g.blk.y","female","pituitary","extend",73.26534,"y",12
"1183","prl","s139.l.blk.w","male","gonad","m.inc.d3",497.0666,"y",5
"1184","prlr","s139.l.blk.w","male","gonad","m.inc.d3",59.34387,"y",5
"1185","prl","s139.l.blk.w","male","hypothalamus","m.inc.d3",85.57425,"y",5
"1186","prlr","s139.l.blk.w","male","hypothalamus","m.inc.d3",193.9823,"y",5
"1187","prl","s139.l.blk.w","male","pituitary","m.inc.d3",60370.96,"y",5
"1188","prlr","s139.l.blk.w","male","pituitary","m.inc.d3",131.2974,"y",5
"1189","prl","s142.o.pk.pu","female","gonad","lay",367.5925,"n",3
"1190","prlr","s142.o.pk.pu","female","gonad","lay",76.14268,"n",3
"1191","prl","s142.o.pk.pu","female","hypothalamus","lay",44.04642,"n",3
"1192","prlr","s142.o.pk.pu","female","hypothalamus","lay",96.20853,"n",3
"1193","prl","s142.o.pk.pu","female","pituitary","lay",85914.23,"n",3
"1194","prlr","s142.o.pk.pu","female","pituitary","lay",52.74241,"n",3
"1195","prl","s150.w.g.blk","male","gonad","lay",506.3546,"n",3
"1196","prlr","s150.w.g.blk","male","gonad","lay",41.52145,"n",3
"1197","prl","s150.w.g.blk","male","hypothalamus","lay",97.09167,"n",3
"1198","prlr","s150.w.g.blk","male","hypothalamus","lay",351.3439,"n",3
"1199","prl","s150.w.g.blk","male","pituitary","lay",39184.67,"n",3
"1200","prlr","s150.w.g.blk","male","pituitary","lay",82.85608,"n",3
"1201","prl","s175.blk.pu.pk","male","gonad","m.inc.d3",848.9286,"y",5
"1202","prlr","s175.blk.pu.pk","male","gonad","m.inc.d3",40.77144,"y",5
"1203","prl","s175.blk.pu.pk","male","hypothalamus","m.inc.d3",127.0323,"y",5
"1204","prlr","s175.blk.pu.pk","male","hypothalamus","m.inc.d3",222.139,"y",5
"1205","prl","s175.blk.pu.pk","male","pituitary","m.inc.d3",33664.02,"y",5
"1206","prlr","s175.blk.pu.pk","male","pituitary","m.inc.d3",107.9205,"y",5
"1207","prl","s176.blk.pu.r","female","gonad","lay",223.1543,"n",3
"1208","prlr","s176.blk.pu.r","female","gonad","lay",35.16711,"n",3
"1209","prl","s176.blk.pu.r","female","hypothalamus","lay",124.0243,"n",3
"1210","prlr","s176.blk.pu.r","female","hypothalamus","lay",181.9527,"n",3
"1211","prl","s176.blk.pu.r","female","pituitary","lay",45643.81,"n",3
"1212","prlr","s176.blk.pu.r","female","pituitary","lay",56.31737,"n",3
"1213","prl","s186.l.o.pk","female","gonad","extend",352.6754,"y",12
"1214","prlr","s186.l.o.pk","female","gonad","extend",36.56728,"y",12
"1215","prl","s186.l.o.pk","female","hypothalamus","extend",65.85926,"y",12
"1216","prlr","s186.l.o.pk","female","hypothalamus","extend",124.7028,"y",12
"1217","prl","s186.l.o.pk","female","pituitary","extend",380742.2,"y",12
"1218","prlr","s186.l.o.pk","female","pituitary","extend",63.78254,"y",12
"1219","prl","s187.l.o.r","male","gonad","n9",311.4402,"n",18
"1220","prlr","s187.l.o.r","male","gonad","n9",33.01508,"n",18
"1221","prl","s187.l.o.r","male","hypothalamus","n9",77.14917,"n",18
"1222","prlr","s187.l.o.r","male","hypothalamus","n9",90.42612,"n",18
"1223","prl","s187.l.o.r","male","pituitary","n9",165733.9,"n",18
"1224","prlr","s187.l.o.r","male","pituitary","n9",129.9915,"n",18
"1225","prl","s243.blk.pk.r","male","gonad","lay",1063.488,"n",3
"1226","prlr","s243.blk.pk.r","male","gonad","lay",57.25827,"n",3
"1227","prl","s243.blk.pk.r","male","hypothalamus","lay",185.7585,"n",3
"1228","prlr","s243.blk.pk.r","male","hypothalamus","lay",241.6052,"n",3
"1229","prl","s243.blk.pk.r","male","pituitary","lay",57947.94,"n",3
"1230","prlr","s243.blk.pk.r","male","pituitary","lay",76.85847,"n",3
"1231","prl","s333.y.blk.pk","female","gonad","m.hatch",284.2047,"y",16
"1232","prlr","s333.y.blk.pk","female","gonad","m.hatch",19.16703,"y",16
"1233","prl","s333.y.blk.pk","female","hypothalamus","m.hatch",48.32401,"y",16
"1234","prlr","s333.y.blk.pk","female","hypothalamus","m.hatch",119.409,"y",16
"1235","prl","s333.y.blk.pk","female","pituitary","m.hatch",287652.3,"y",16
"1236","prlr","s333.y.blk.pk","female","pituitary","m.hatch",68.0275,"y",16
"1237","prl","s.o.pk","female","gonad","lay",203.25,"n",3
"1238","prlr","s.o.pk","female","gonad","lay",44.52262,"n",3
"1239","prl","s.o.pk","female","hypothalamus","lay",127.5183,"n",3
"1240","prlr","s.o.pk","female","hypothalamus","lay",145.5161,"n",3
"1241","prl","s.o.pk","female","pituitary","lay",65746,"n",3
"1242","prlr","s.o.pk","female","pituitary","lay",59.15167,"n",3
"1243","prl","s.pu148.blk.r","male","gonad","bldg",302.0341,"n",2
"1244","prlr","s.pu148.blk.r","male","gonad","bldg",34.68788,"n",2
"1245","prl","s.pu148.blk.r","male","hypothalamus","bldg",118.0275,"n",2
"1246","prlr","s.pu148.blk.r","male","hypothalamus","bldg",169.8464,"n",2
"1247","prl","s.pu148.blk.r","male","pituitary","bldg",39634.14,"n",2
"1248","prlr","s.pu148.blk.r","male","pituitary","bldg",110.0291,"n",2
"1249","prl","s.pu.pk","female","gonad","prolong",268.8286,"y",14
"1250","prlr","s.pu.pk","female","gonad","prolong",27.76406,"y",14
"1251","prl","s.pu.pk","female","hypothalamus","prolong",44.33165,"y",14
"1252","prlr","s.pu.pk","female","hypothalamus","prolong",128.1332,"y",14
"1253","prl","s.pu.pk","female","pituitary","prolong",512621.9,"y",14
"1254","prlr","s.pu.pk","female","pituitary","prolong",52.94939,"y",14
"1255","prl","s.x.ATLAS","female","gonad","control",76.51104,"n",1
"1256","prlr","s.x.ATLAS","female","gonad","control",55.53688,"n",1
"1257","prl","s.x.ATLAS","female","hypothalamus","control",78.12116,"n",1
"1258","prlr","s.x.ATLAS","female","hypothalamus","control",167.1834,"n",1
"1259","prl","s.x.ATLAS","female","pituitary","control",452437.7,"n",1
"1260","prlr","s.x.ATLAS","female","pituitary","control",169.1291,"n",1
"1261","prl","w191.r1","female","gonad","control",102.7148,"n",1
"1262","prlr","w191.r1","female","gonad","control",2.767046,"n",1
"1263","prl","w191.r1","female","hypothalamus","control",21083.6,"n",1
"1264","prlr","w191.r1","female","hypothalamus","control",83.83111,"n",1
"1265","prl","w191.r1","female","pituitary","control",28723.31,"n",1
"1266","prlr","w191.r1","female","pituitary","control",154.0028,"n",1
"1267","prl","w34.x","male","gonad","inc.d9",226.6023,"n",6
"1268","prlr","w34.x","male","gonad","inc.d9",39.74432,"n",6
"1269","prl","w34.x","male","hypothalamus","inc.d9",48.12063,"n",6
"1270","prlr","w34.x","male","hypothalamus","inc.d9",222.4033,"n",6
"1271","prl","w34.x","male","pituitary","inc.d9",82544.32,"n",6
"1272","prlr","w34.x","male","pituitary","inc.d9",82.85486,"n",6
"1273","prl","x.blk16","male","gonad","n9",555.8514,"n",18
"1274","prlr","x.blk16","male","gonad","n9",44.00634,"n",18
"1275","prl","x.blk16","male","hypothalamus","n9",446.9182,"n",18
"1276","prlr","x.blk16","male","hypothalamus","n9",155.3103,"n",18
"1277","prl","x.blk16","male","pituitary","n9",243664,"n",18
"1278","prlr","x.blk16","male","pituitary","n9",124.1733,"n",18
"1279","prl","x.blk20","female","gonad","prolong",690.941,"y",14
"1280","prlr","x.blk20","female","gonad","prolong",31.44601,"y",14
"1281","prl","x.blk20","female","hypothalamus","prolong",101.2597,"y",14
"1282","prlr","x.blk20","female","hypothalamus","prolong",124.4103,"y",14
"1283","prl","x.blk20","female","pituitary","prolong",563201.4,"y",14
"1284","prlr","x.blk20","female","pituitary","prolong",58.52343,"y",14
"1285","prl","x.blk23","male","gonad","m.hatch",285.6862,"y",16
"1286","prlr","x.blk23","male","gonad","m.hatch",23.8117,"y",16
"1287","prl","x.blk23","male","hypothalamus","m.hatch",108.3899,"y",16
"1288","prlr","x.blk23","male","hypothalamus","m.hatch",223.9434,"y",16
"1289","prl","x.blk23","male","pituitary","m.hatch",188035.2,"y",16
"1290","prlr","x.blk23","male","pituitary","m.hatch",100.3406,"y",16
"1291","prl","x.blk.blk.ATLAS","male","gonad","control",535.1705,"n",1
"1292","prlr","x.blk.blk.ATLAS","male","gonad","control",68.46435,"n",1
"1293","prl","x.blk.blk.ATLAS","male","hypothalamus","control",375.4202,"n",1
"1294","prlr","x.blk.blk.ATLAS","male","hypothalamus","control",158.8845,"n",1
"1295","prl","x.blk.blk.ATLAS","male","pituitary","control",144075.6,"n",1
"1296","prlr","x.blk.blk.ATLAS","male","pituitary","control",440.6335,"n",1
"1297","prl","x.blu101.w43","female","gonad","inc.d9",105.6686,"n",6
"1298","prlr","x.blu101.w43","female","gonad","inc.d9",32.09108,"n",6
"1299","prl","x.blu101.w43","female","hypothalamus","inc.d9",85.77793,"n",6
"1300","prlr","x.blu101.w43","female","hypothalamus","inc.d9",118.0922,"n",6
"1301","prl","x.blu101.w43","female","pituitary","inc.d9",98864.79,"n",6
"1302","prlr","x.blu101.w43","female","pituitary","inc.d9",84.48349,"n",6
"1303","prl","x.blu102.w105","female","gonad","inc.d3",143.2285,"n",4
"1304","prlr","x.blu102.w105","female","gonad","inc.d3",20.06399,"n",4
"1305","prl","x.blu102.w105","female","hypothalamus","inc.d3",163.4796,"n",4
"1306","prlr","x.blu102.w105","female","hypothalamus","inc.d3",92.11346,"n",4
"1307","prl","x.blu102.w105","female","pituitary","inc.d3",154751.5,"n",4
"1308","prlr","x.blu102.w105","female","pituitary","inc.d3",105.2859,"n",4
"1309","prl","x.blu106.o153","male","gonad","inc.d9",465.2038,"n",6
"1310","prlr","x.blu106.o153","male","gonad","inc.d9",43.39633,"n",6
"1311","prl","x.blu106.o153","male","hypothalamus","inc.d9",59.51191,"n",6
"1312","prlr","x.blu106.o153","male","hypothalamus","inc.d9",177.5044,"n",6
"1313","prl","x.blu106.o153","male","pituitary","inc.d9",146468.8,"n",6
"1314","prlr","x.blu106.o153","male","pituitary","inc.d9",300.7274,"n",6
"1315","prl","x.blu109.w121","female","gonad","n5",116.8543,"n",17
"1316","prlr","x.blu109.w121","female","gonad","n5",22.81608,"n",17
"1317","prl","x.blu109.w121","female","hypothalamus","n5",37.7966,"n",17
"1318","prlr","x.blu109.w121","female","hypothalamus","n5",146.8548,"n",17
"1319","prl","x.blu109.w121","female","pituitary","n5",258831.7,"n",17
"1320","prlr","x.blu109.w121","female","pituitary","n5",60.39177,"n",17
"1321","prl","x.blu116.w107","female","gonad","inc.d17",154.6394,"n",9
"1322","prlr","x.blu116.w107","female","gonad","inc.d17",61.84547,"n",9
"1323","prl","x.blu116.w107","female","hypothalamus","inc.d17",289.608,"n",9
"1324","prlr","x.blu116.w107","female","hypothalamus","inc.d17",133.8637,"n",9
"1325","prl","x.blu116.w107","female","pituitary","inc.d17",429140.9,"n",9
"1326","prlr","x.blu116.w107","female","pituitary","inc.d17",152.4173,"n",9
"1327","prl","x.blu117.w89","male","gonad","inc.d17",746.8359,"n",9
"1328","prlr","x.blu117.w89","male","gonad","inc.d17",53.35294,"n",9
"1329","prl","x.blu117.w89","male","hypothalamus","inc.d17",447.9629,"n",9
"1330","prlr","x.blu117.w89","male","hypothalamus","inc.d17",258.537,"n",9
"1331","prl","x.blu117.w89","male","pituitary","inc.d17",522764.6,"n",9
"1332","prlr","x.blu117.w89","male","pituitary","inc.d17",176.9865,"n",9
"1333","prl","x.blu122.r66","female","gonad","inc.d9",573.0822,"n",6
"1334","prlr","x.blu122.r66","female","gonad","inc.d9",12.15693,"n",6
"1335","prl","x.blu122.r66","female","hypothalamus","inc.d9",42.64136,"n",6
"1336","prlr","x.blu122.r66","female","hypothalamus","inc.d9",140.5189,"n",6
"1337","prl","x.blu122.r66","female","pituitary","inc.d9",35943.22,"n",6
"1338","prlr","x.blu122.r66","female","pituitary","inc.d9",47.66886,"n",6
"1339","prl","x.blu23.w14","male","gonad","n9",197.6171,"n",18
"1340","prlr","x.blu23.w14","male","gonad","n9",45.45933,"n",18
"1341","prl","x.blu23.w14","male","hypothalamus","n9",378.7634,"n",18
"1342","prlr","x.blu23.w14","male","hypothalamus","n9",175.29,"n",18
"1343","prl","x.blu23.w14","male","pituitary","n9",203929,"n",18
"1344","prlr","x.blu23.w14","male","pituitary","n9",93.67686,"n",18
"1345","prl","x.blu25","female","gonad","m.inc.d9",77.66173,"y",8
"1346","prlr","x.blu25","female","gonad","m.inc.d9",14.23451,"y",8
"1347","prl","x.blu25","female","hypothalamus","m.inc.d9",34.89245,"y",8
"1348","prlr","x.blu25","female","hypothalamus","m.inc.d9",127.8704,"y",8
"1349","prl","x.blu25","female","pituitary","m.inc.d9",66248.97,"y",8
"1350","prlr","x.blu25","female","pituitary","m.inc.d9",35.88812,"y",8
"1351","prl","x.blu30","male","gonad","n5",918.6908,"n",17
"1352","prlr","x.blu30","male","gonad","n5",31.23625,"n",17
"1353","prl","x.blu30","male","hypothalamus","n5",190.9327,"n",17
"1354","prlr","x.blu30","male","hypothalamus","n5",182.2483,"n",17
"1355","prl","x.blu30","male","pituitary","n5",344568.4,"n",17
"1356","prlr","x.blu30","male","pituitary","n5",52.09241,"n",17
"1357","prl","x.blu42.o28","male","gonad","inc.d3",294.8863,"n",4
"1358","prlr","x.blu42.o28","male","gonad","inc.d3",46.77782,"n",4
"1359","prl","x.blu42.o28","male","hypothalamus","inc.d3",254.7749,"n",4
"1360","prlr","x.blu42.o28","male","hypothalamus","inc.d3",187.3552,"n",4
"1361","prl","x.blu42.o28","male","pituitary","inc.d3",43209.23,"n",4
"1362","prlr","x.blu42.o28","male","pituitary","inc.d3",147.6125,"n",4
"1363","prl","x.blu43.g132","female","gonad","n9",127.875,"n",18
"1364","prlr","x.blu43.g132","female","gonad","n9",15.13707,"n",18
"1365","prl","x.blu43.g132","female","hypothalamus","n9",39.69127,"n",18
"1366","prlr","x.blu43.g132","female","hypothalamus","n9",151.5377,"n",18
"1367","prl","x.blu43.g132","female","pituitary","n9",46116.79,"n",18
"1368","prlr","x.blu43.g132","female","pituitary","n9",60.26634,"n",18
"1369","prl","x.blu57","male","gonad","prolong",674.6461,"y",14
"1370","prlr","x.blu57","male","gonad","prolong",27.07923,"y",14
"1371","prl","x.blu57","male","hypothalamus","prolong",664.6422,"y",14
"1372","prlr","x.blu57","male","hypothalamus","prolong",213.8267,"y",14
"1373","prl","x.blu57","male","pituitary","prolong",273977.2,"y",14
"1374","prlr","x.blu57","male","pituitary","prolong",99.30538,"y",14
"1375","prl","x.blu69","male","gonad","extend",736.9044,"y",12
"1376","prlr","x.blu69","male","gonad","extend",47.01541,"y",12
"1377","prl","x.blu69","male","hypothalamus","extend",52.82406,"y",12
"1378","prlr","x.blu69","male","hypothalamus","extend",262.4601,"y",12
"1379","prl","x.blu69","male","pituitary","extend",237275.6,"y",12
"1380","prlr","x.blu69","male","pituitary","extend",95.47759,"y",12
"1381","prl","x.blu6.y80","female","gonad","lay",142.8328,"n",3
"1382","prlr","x.blu6.y80","female","gonad","lay",20.78825,"n",3
"1383","prl","x.blu6.y80","female","hypothalamus","lay",43.47748,"n",3
"1384","prlr","x.blu6.y80","female","hypothalamus","lay",197.618,"n",3
"1385","prl","x.blu6.y80","female","pituitary","lay",8716.96,"n",3
"1386","prlr","x.blu6.y80","female","pituitary","lay",79.94057,"n",3
"1387","prl","x.blu73","male","gonad","extend",379.1521,"y",12
"1388","prlr","x.blu73","male","gonad","extend",26.57505,"y",12
"1389","prl","x.blu73","male","hypothalamus","extend",41.19839,"y",12
"1390","prlr","x.blu73","male","hypothalamus","extend",191.7066,"y",12
"1391","prl","x.blu73","male","pituitary","extend",285180.7,"y",12
"1392","prlr","x.blu73","male","pituitary","extend",144.0191,"y",12
"1393","prl","x.blu76","male","gonad","m.hatch",719.577,"y",16
"1394","prlr","x.blu76","male","gonad","m.hatch",42.25013,"y",16
"1395","prl","x.blu76","male","hypothalamus","m.hatch",45.38779,"y",16
"1396","prlr","x.blu76","male","hypothalamus","m.hatch",175.9644,"y",16
"1397","prl","x.blu76","male","pituitary","m.hatch",211623.7,"y",16
"1398","prlr","x.blu76","male","pituitary","m.hatch",121.7408,"y",16
"1399","prl","x.blu94","female","gonad","m.inc.d17",205.5178,"y",10
"1400","prlr","x.blu94","female","gonad","m.inc.d17",33.7008,"y",10
"1401","prl","x.blu94","female","hypothalamus","m.inc.d17",53.21679,"y",10
"1402","prlr","x.blu94","female","hypothalamus","m.inc.d17",128.7846,"y",10
"1403","prl","x.blu94","female","pituitary","m.inc.d17",179529,"y",10
"1404","prlr","x.blu94","female","pituitary","m.inc.d17",76.80663,"y",10
"1405","prl","x.blu96","female","gonad","m.hatch",357.351,"y",16
"1406","prlr","x.blu96","female","gonad","m.hatch",14.58331,"y",16
"1407","prl","x.blu96","female","hypothalamus","m.hatch",52.64713,"y",16
"1408","prlr","x.blu96","female","hypothalamus","m.hatch",164.1506,"y",16
"1409","prl","x.blu96","female","pituitary","m.hatch",194808.8,"y",16
"1410","prlr","x.blu96","female","pituitary","m.hatch",36.17793,"y",16
"1411","prl","x.blu.o.ATLAS","male","pituitary","control",250296.4,"n",1
"1412","prlr","x.blu.o.ATLAS","male","pituitary","control",360.3899,"n",1
"1413","prl","x.g13.w109","male","gonad","inc.d9",814.5285,"n",6
"1414","prlr","x.g13.w109","male","gonad","inc.d9",35.54246,"n",6
"1415","prl","x.g13.w109","male","hypothalamus","inc.d9",38.99531,"n",6
"1416","prlr","x.g13.w109","male","hypothalamus","inc.d9",241.8455,"n",6
"1417","prl","x.g13.w109","male","pituitary","inc.d9",34843.86,"n",6
"1418","prlr","x.g13.w109","male","pituitary","inc.d9",103.182,"n",6
"1419","prl","x.g147.blu28","male","gonad","inc.d3",882.0332,"n",4
"1420","prlr","x.g147.blu28","male","gonad","inc.d3",31.99608,"n",4
"1421","prl","x.g147.blu28","male","hypothalamus","inc.d3",39.83879,"n",4
"1422","prlr","x.g147.blu28","male","hypothalamus","inc.d3",171.2475,"n",4
"1423","prl","x.g147.blu28","male","pituitary","inc.d3",50852.83,"n",4
"1424","prlr","x.g147.blu28","male","pituitary","inc.d3",118.3406,"n",4
"1425","prl","x.g14.w199","male","gonad","inc.d17",303.3913,"n",9
"1426","prlr","x.g14.w199","male","gonad","inc.d17",54.87806,"n",9
"1427","prl","x.g14.w199","male","hypothalamus","inc.d17",1170.763,"n",9
"1428","prlr","x.g14.w199","male","hypothalamus","inc.d17",153.6778,"n",9
"1429","prl","x.g14.w199","male","pituitary","inc.d17",103686,"n",9
"1430","prlr","x.g14.w199","male","pituitary","inc.d17",140.3966,"n",9
"1431","prl","x.g26","female","gonad","m.inc.d8",244.4083,"y",7
"1432","prlr","x.g26","female","gonad","m.inc.d8",17.37294,"y",7
"1433","prl","x.g26","female","hypothalamus","m.inc.d8",58.60223,"y",7
"1434","prlr","x.g26","female","hypothalamus","m.inc.d8",137.7631,"y",7
"1435","prl","x.g26","female","pituitary","m.inc.d8",86813.59,"y",7
"1436","prlr","x.g26","female","pituitary","m.inc.d8",96.48333,"y",7
"1437","prl","x.g37","female","gonad","n5",89.26323,"n",17
"1438","prlr","x.g37","female","gonad","n5",28.35318,"n",17
"1439","prl","x.g37","female","hypothalamus","n5",53.91735,"n",17
"1440","prlr","x.g37","female","hypothalamus","n5",138.7279,"n",17
"1441","prl","x.g37","female","pituitary","n5",226371.7,"n",17
"1442","prlr","x.g37","female","pituitary","n5",67.4396,"n",17
"1443","prl","x.g43","female","gonad","n5",94.63291,"n",17
"1444","prlr","x.g43","female","gonad","n5",20.27981,"n",17
"1445","prl","x.g43","female","hypothalamus","n5",223.5149,"n",17
"1446","prlr","x.g43","female","hypothalamus","n5",185.9732,"n",17
"1447","prl","x.g43","female","pituitary","n5",216807.5,"n",17
"1448","prlr","x.g43","female","pituitary","n5",73.21217,"n",17
"1449","prl","x.g49","female","gonad","n5",373.8605,"n",17
"1450","prlr","x.g49","female","gonad","n5",24.18126,"n",17
"1451","prl","x.g49","female","hypothalamus","n5",248.1602,"n",17
"1452","prlr","x.g49","female","hypothalamus","n5",209.9406,"n",17
"1453","prl","x.g49","female","pituitary","n5",124032.2,"n",17
"1454","prlr","x.g49","female","pituitary","n5",69.35969,"n",17
"1455","prl","x.g4.w50","female","gonad","n9",115.4625,"n",18
"1456","prlr","x.g4.w50","female","gonad","n9",112.2649,"n",18
"1457","prl","x.g4.w50","female","hypothalamus","n9",201.1112,"n",18
"1458","prlr","x.g4.w50","female","hypothalamus","n9",152.16,"n",18
"1459","prl","x.g4.w50","female","pituitary","n9",81229.65,"n",18
"1460","prlr","x.g4.w50","female","pituitary","n9",55.78713,"n",18
"1461","prl","x.g50","female","gonad","inc.prolong",90.97146,"y",15
"1462","prlr","x.g50","female","gonad","inc.prolong",11.71743,"y",15
"1463","prl","x.g50","female","hypothalamus","inc.prolong",39.63124,"y",15
"1464","prlr","x.g50","female","hypothalamus","inc.prolong",129.7033,"y",15
"1465","prl","x.g50","female","pituitary","inc.prolong",336416.1,"y",15
"1466","prlr","x.g50","female","pituitary","inc.prolong",55.29747,"y",15
"1467","prl","x.g5.w79","male","gonad","m.inc.d3",317.6553,"y",5
"1468","prlr","x.g5.w79","male","gonad","m.inc.d3",13.34289,"y",5
"1469","prl","x.g5.w79","male","hypothalamus","m.inc.d3",132.7821,"y",5
"1470","prlr","x.g5.w79","male","hypothalamus","m.inc.d3",226.6097,"y",5
"1471","prl","x.g5.w79","male","pituitary","m.inc.d3",45032.01,"y",5
"1472","prlr","x.g5.w79","male","pituitary","m.inc.d3",106.7128,"y",5
"1473","prl","x.g70","male","gonad","hatch",335.0312,"n",11
"1474","prlr","x.g70","male","gonad","hatch",21.64584,"n",11
"1475","prl","x.g70","male","hypothalamus","hatch",293.701,"n",11
"1476","prlr","x.g70","male","hypothalamus","hatch",186.5146,"n",11
"1477","prl","x.g70","male","pituitary","hatch",541954.9,"n",11
"1478","prlr","x.g70","male","pituitary","hatch",113.5041,"n",11
"1479","prl","x.g9.o166","female","gonad","inc.d9",374.2988,"n",6
"1480","prlr","x.g9.o166","female","gonad","inc.d9",28.60434,"n",6
"1481","prl","x.g9.o166","female","hypothalamus","inc.d9",39.90145,"n",6
"1482","prlr","x.g9.o166","female","hypothalamus","inc.d9",146.7232,"n",6
"1483","prl","x.g9.o166","female","pituitary","inc.d9",116818.9,"n",6
"1484","prlr","x.g9.o166","female","pituitary","inc.d9",163.843,"n",6
"1485","prl","x.g.ATLAS","male","gonad","control",254.4176,"n",1
"1486","prlr","x.g.ATLAS","male","gonad","control",26.21932,"n",1
"1487","prl","x.g.ATLAS","male","hypothalamus","control",371.6947,"n",1
