"gene","padj","logpadj","lfc","tissue","direction","row.names","geneid","entrezid"
"NP_001264621.1",4.13649229065654e-10,9.38336778074757,1.29545488966215,"pituitary","bldg",NA,NA,NA
"XP_015151186.1",0.0421861920423836,1.37482967465645,1.29003318216696,"pituitary","bldg",NA,NA,NA
"XP_015134582.1",6.53172456543012e-08,7.18497213719867,1.28999243564351,"pituitary","bldg",NA,NA,NA
"NP_001289022.1",0.00684083326341774,2.16489099482031,1.28901804801235,"pituitary","bldg",NA,NA,NA
"XP_417044.1",0.00211980455103002,2.67370417978926,1.28666903030991,"pituitary","bldg",NA,NA,NA
"XP_015158205.1",1.66019555240426e-07,6.77984075393094,1.28151819662875,"pituitary","bldg",NA,NA,NA
"XP_015145578.1",0.0200214543795794,1.69850437810124,1.2801829399194,"pituitary","bldg",NA,NA,NA
"NP_001006310.2",0.0597158666063873,1.2239102607622,1.27949218180276,"pituitary","bldg",NA,NA,NA
"XP_015129913.1",1.37971912044603e-06,5.86020931711772,1.27936591454709,"pituitary","bldg",NA,NA,NA
"XP_003641422.1",0.00423768779678453,2.37287104222838,1.27841588537314,"pituitary","bldg",NA,NA,NA
"XP_015139992.1",8.12779691626906e-16,15.0900271563453,1.27399623036332,"pituitary","bldg",NA,NA,NA
"XP_015130203.1",4.25975156309447e-09,8.37061572904832,1.27354966389078,"pituitary","bldg",NA,NA,NA
"XP_015152915.1",9.09017036124478e-05,4.04142797747603,1.27206810216487,"pituitary","bldg",NA,NA,NA
"XP_015130017.1",0.00523697171849164,2.28091977143672,1.27175274863395,"pituitary","bldg",NA,NA,NA
"XP_015130225.1",2.99963000263471e-05,4.5229323111883,1.27153225849181,"pituitary","bldg",NA,NA,NA
"XP_015128783.1",1.75143353772202e-07,6.75660633836241,1.2706994783525,"pituitary","bldg",NA,NA,NA
"XP_003641868.2",0.00248758055954879,2.60422284585822,1.26467786919296,"pituitary","bldg",NA,NA,NA
"XP_015135099.1",3.30774429261509e-06,5.48046807124725,1.26459730449631,"pituitary","bldg",NA,NA,NA
"XP_015128705.1",2.60624658169374e-07,6.58398449729464,1.26147242343485,"pituitary","bldg",NA,NA,NA
"XP_015147675.1",0.0646869352117454,1.18918342471602,1.26130477703231,"pituitary","bldg",NA,NA,NA
"XP_015153687.1",0.00355504909601511,2.44915439718985,1.26047714498889,"pituitary","bldg",NA,NA,NA
"XP_004947245.2",0.0098237627141562,2.00772213614358,1.26016787112438,"pituitary","bldg",NA,NA,NA
"NP_001026706.1",0.090061676943906,1.04545997075634,1.25922401871717,"pituitary","bldg",NA,NA,NA
"XP_015129179.1",4.98639708464529e-05,4.30221314003127,1.25863639807727,"pituitary","bldg",NA,NA,NA
"NP_001012570.2",3.61445143638622e-09,8.44195760603976,1.25836383337985,"pituitary","bldg",NA,NA,NA
"NP_001034395.2",0.000132622742928282,3.87738199417172,1.2568446271116,"pituitary","bldg",NA,NA,NA
"XP_015128628.1",1.44312889497906e-06,5.84069487758413,1.25551106724,"pituitary","bldg",NA,NA,NA
"XP_015156783.1",1.46919680409345e-08,7.83292002503549,1.25383523997892,"pituitary","bldg",NA,NA,NA
"XP_004941908.1",0.0836067364308646,1.07775872881831,1.25211645284512,"pituitary","bldg",NA,NA,NA
"XP_015130207.1",2.07782259599705e-06,5.68239153515638,1.25076196805936,"pituitary","bldg",NA,NA,NA
"XP_004949904.1",0.043877085558237,1.35776222722338,1.25035681126363,"pituitary","bldg",NA,NA,NA
"XP_003640664.2",5.71557184669017e-10,9.24294031164878,1.24973108180374,"pituitary","bldg",NA,NA,NA
"NP_990601.1",7.86521816826322e-09,8.10428922625637,1.24941456359353,"pituitary","bldg",NA,NA,NA
"XP_015129927.1",1.98726510473408e-12,11.7017441933616,1.24725783105142,"pituitary","bldg",NA,NA,NA
"XP_015152557.1",5.37387367316088e-05,4.2697125470011,1.24265938829516,"pituitary","bldg",NA,NA,NA
"NP_001035179.1",1.06769601384348e-05,4.97155237867671,1.23890379435868,"pituitary","bldg",NA,NA,NA
"XP_015140661.1",4.13069078014007e-09,8.38397731470757,1.23834786445263,"pituitary","bldg",NA,NA,NA
"XP_015135135.1",0.0063249964262331,2.19893971553834,1.23689867787638,"pituitary","bldg",NA,NA,NA
"XP_015155066.1",0.0803802432034929,1.09485068411344,1.23395056221446,"pituitary","bldg",NA,NA,NA
"XP_015127973.1",5.34532454084806e-08,7.27202592150841,1.23346334631971,"pituitary","bldg",NA,NA,NA
"XP_015130506.1",6.68810545746321e-06,5.17469688759756,1.23252180043294,"pituitary","bldg",NA,NA,NA
"XP_015156455.1",1.14136542760681e-08,7.94257528653297,1.23174178182746,"pituitary","bldg",NA,NA,NA
"XP_015127971.1",0.0349641634908845,1.4563768576894,1.23083587097368,"pituitary","bldg",NA,NA,NA
"XP_004940447.1",6.34774409554929e-05,4.19738058981433,1.22857578341522,"pituitary","bldg",NA,NA,NA
"XP_015152565.1",0.00947787870492673,2.02328885357269,1.22837560966044,"pituitary","bldg",NA,NA,NA
"XP_015129384.1",1.31098441952266e-05,4.88240246967951,1.22786800589946,"pituitary","bldg",NA,NA,NA
"XP_015143248.1",0.0233440629156771,1.63182355496165,1.22740803500044,"pituitary","bldg",NA,NA,NA
"XP_015145897.1",0.00355228675934467,2.44949198293448,1.22700320792199,"pituitary","bldg",NA,NA,NA
"XP_015143203.1",5.93243890687126e-24,23.2267667255161,1.22416069970286,"pituitary","bldg",NA,NA,NA
"XP_015156811.1",9.97995801224331e-09,8.0008712858759,1.22121623091475,"pituitary","bldg",NA,NA,NA
"NP_001072957.1",6.33039840221906e-16,15.1985689568957,1.2174253256527,"pituitary","bldg",NA,NA,NA
"XP_419387.3",9.54043418485392e-06,5.0204318601182,1.21666292920742,"pituitary","bldg",NA,NA,NA
"XP_015129241.1",0.0790905235848416,1.10187554938929,1.21589383679716,"pituitary","bldg",NA,NA,NA
"XP_015130367.1",2.28640609724426e-07,6.6408466304023,1.21499098951134,"pituitary","bldg",NA,NA,NA
"NP_990322.1",4.16584703089602e-09,8.38029668130557,1.21372244214481,"pituitary","bldg",NA,NA,NA
"NP_990104.1",1.62236973082028e-06,5.78985016507134,1.21329223011845,"pituitary","bldg",NA,NA,NA
"XP_015128663.1",0.000399682017839313,3.39828539071622,1.21305710576204,"pituitary","bldg",NA,NA,NA
"XP_015128584.1",1.62920039755476e-05,4.78802549261021,1.21196728766961,"pituitary","bldg",NA,NA,NA
"XP_003643610.3",1.60575647111148e-08,7.79432031912713,1.21039517727393,"pituitary","bldg",NA,NA,NA
"XP_015130252.1",8.16236356469051e-09,8.08818406496309,1.2088202077124,"pituitary","bldg",NA,NA,NA
"XP_015133287.1",5.44658162493239e-14,13.2638759834494,1.2064065685,"pituitary","bldg",NA,NA,NA
"NP_001026202.1",3.77206900244786e-09,8.42342037131428,1.20605740754533,"pituitary","bldg",NA,NA,NA
"XP_001235003.2",0.0106385899606871,1.97311592964182,1.20544377001277,"pituitary","bldg",NA,NA,NA
"XP_015155908.1",0.0504731920055824,1.29693922891849,1.2039526968032,"pituitary","bldg",NA,NA,NA
"XP_015129931.1",1.54180403845881e-08,7.81197082111266,1.20276356245936,"pituitary","bldg",NA,NA,NA
"XP_015129916.1",6.68561772322443e-08,7.1748584595473,1.20212170818196,"pituitary","bldg",NA,NA,NA
"XP_015129129.1",8.02833544741471e-07,6.09537448970752,1.20103038302964,"pituitary","bldg",NA,NA,NA
"NP_001008464.1",0.0998760041803905,1.00053884114168,1.20064849411987,"pituitary","bldg",NA,NA,NA
"XP_015129591.1",2.97158134631003e-05,4.52701237653819,1.19856515339524,"pituitary","bldg",NA,NA,NA
"XP_426700.2",0.000137276522648004,3.86240373047083,1.19813427948691,"pituitary","bldg",NA,NA,NA
"XP_015129736.1",2.88107084438347e-06,5.54044606246012,1.19517225209452,"pituitary","bldg",NA,NA,NA
"XP_015158137.1",5.12005838884503e-06,5.29072508632717,1.19468675565052,"pituitary","bldg",NA,NA,NA
"XP_015136654.1",1.28183182609292e-12,11.892168949693,1.1921478580724,"pituitary","bldg",NA,NA,NA
"XP_015129199.1",2.63460016239445e-07,6.57928528574244,1.1908125300123,"pituitary","bldg",NA,NA,NA
"XP_015130030.1",5.01806389476569e-09,8.2994638131355,1.18827446458293,"pituitary","bldg",NA,NA,NA
"XP_004947714.1",0.00237604021222488,2.62414621360684,1.18578021277157,"pituitary","bldg",NA,NA,NA
"XP_001234484.1",2.64585751899578e-05,4.57743354653551,1.18546356175297,"pituitary","bldg",NA,NA,NA
"XP_428633.2",1.71843234775947e-05,4.76486756074706,1.18484549809557,"pituitary","bldg",NA,NA,NA
"NP_001103241.1",0.00106559605361263,2.972407396561,1.18253187513137,"pituitary","bldg",NA,NA,NA
"XP_015155763.1",7.4067553675542e-12,11.1303719991145,1.1825234807575,"pituitary","bldg",NA,NA,NA
"XP_015142346.1",0.000617552789532612,3.20932591220141,1.18235979124408,"pituitary","bldg",NA,NA,NA
"XP_015128630.1",0.00124511064220827,2.90479205486101,1.18229458760538,"pituitary","bldg",NA,NA,NA
"NP_990366.1",6.9756217671344e-15,14.1564170757962,1.17965095782754,"pituitary","bldg",NA,NA,NA
"XP_421648.3",0.00294125618567793,2.53146714646175,1.17717127024797,"pituitary","bldg",NA,NA,NA
"XP_015128708.1",8.18443535631238e-08,7.08701127716792,1.17596123508781,"pituitary","bldg",NA,NA,NA
"NP_989878.1",0.00599651639333808,2.22210097470293,1.17574538672894,"pituitary","bldg",NA,NA,NA
"XP_015130076.1",1.49728780381665e-08,7.82469471295292,1.17084422089237,"pituitary","bldg",NA,NA,NA
"XP_015129908.1",9.1563371786237e-06,5.0382782229744,1.17001881956641,"pituitary","bldg",NA,NA,NA
"XP_015155493.1",0.000579818921120382,3.23670761650069,1.16860408969668,"pituitary","bldg",NA,NA,NA
"XP_015155439.1",3.01015821806685e-12,11.5214106766894,1.16787389019884,"pituitary","bldg",NA,NA,NA
"XP_015130480.1",7.85669313477879e-05,4.10476020911485,1.16782666833219,"pituitary","bldg",NA,NA,NA
"XP_003642478.3",0.000890437620735842,3.05039649946757,1.16343436278123,"pituitary","bldg",NA,NA,NA
"XP_015130051.1",0.0082853259151411,2.08169040331424,1.1599704060424,"pituitary","bldg",NA,NA,NA
"XP_015146336.1",0.0992782659546563,1.00314581705426,1.15996976442905,"pituitary","bldg",NA,NA,NA
"XP_015136688.1",9.44473153956253e-13,12.0248103821089,1.15979063082927,"pituitary","bldg",NA,NA,NA
"NP_001186536.2",0.0135265122800684,1.86881416887031,1.15963031904127,"pituitary","bldg",NA,NA,NA
"XP_015130150.1",1.39387885173541e-05,4.85577497107961,1.15884367791322,"pituitary","bldg",NA,NA,NA
"XP_015151028.1",0.00787436456046508,2.10378448249306,1.1575645726106,"pituitary","bldg",NA,NA,NA
"XP_015150175.1",3.77771021478795e-06,5.42277135952838,1.15722576404158,"pituitary","bldg",NA,NA,NA
"XP_003642768.1",2.20081014193931e-06,5.65741742126517,1.15600441240265,"pituitary","bldg",NA,NA,NA
"XP_015149894.1",7.86521816826322e-09,8.10428922625637,1.15528967048122,"pituitary","bldg",NA,NA,NA
"XP_015129004.1",0.0276392080663415,1.55847440476185,1.15496050860042,"pituitary","bldg",NA,NA,NA
"NP_001039301.1",0.0127812547539142,1.8934265087792,1.15463831417784,"pituitary","bldg",NA,NA,NA
"XP_418182.2",4.84389886813002e-12,11.3148049327196,1.15443939034875,"pituitary","bldg",NA,NA,NA
"XP_416248.2",1.00006866052131e-15,14.9999701821381,1.15243777086573,"pituitary","bldg",NA,NA,NA
"XP_425426.3",0.00908363052177525,2.04174053909536,1.15221344887806,"pituitary","bldg",NA,NA,NA
"NP_001012950.2",1.39209553462364e-10,9.85633095959889,1.14858909749111,"pituitary","bldg",NA,NA,NA
"XP_015152949.1",0.0857358239341099,1.0668376741557,1.14849953749186,"pituitary","bldg",NA,NA,NA
"XP_015154145.1",2.01529011688475e-07,6.69566242491114,1.14826913422282,"pituitary","bldg",NA,NA,NA
"XP_015158196.1",2.82537760994056e-09,8.54892350078112,1.14741422406728,"pituitary","bldg",NA,NA,NA
"NP_989884.2",0.000679083632951025,3.16807673662899,1.14723911001278,"pituitary","bldg",NA,NA,NA
"XP_015152512.1",4.38795360126713e-14,13.3577379733535,1.14721921805789,"pituitary","bldg",NA,NA,NA
"NP_990618.1",2.89422258845922e-14,13.5384680712743,1.14694004015608,"pituitary","bldg",NA,NA,NA
"XP_015146210.1",1.56447440041564e-07,6.80563153884517,1.14685268467745,"pituitary","bldg",NA,NA,NA
"XP_015136419.1",9.31393458007711e-09,8.03086681682323,1.14618499122397,"pituitary","bldg",NA,NA,NA
"NP_001186632.1",0.000251315387774044,3.59978091920384,1.14593438679772,"pituitary","bldg",NA,NA,NA
"NP_001269259.1",0.00129950827265226,2.88622095144131,1.1445020538382,"pituitary","bldg",NA,NA,NA
"XP_004947225.1",0.0848293691305821,1.0714537628006,1.14383539834361,"pituitary","bldg",NA,NA,NA
"XP_004946440.1",4.24465103565583e-05,4.37215800848686,1.1401358311385,"pituitary","bldg",NA,NA,NA
"XP_004950433.2",3.59364690591521e-07,6.44446459677238,1.14004421882058,"pituitary","bldg",NA,NA,NA
"XP_015130128.1",0.000545188044967375,3.26345367606118,1.13975846891125,"pituitary","bldg",NA,NA,NA
"XP_015154161.1",1.15073903939047e-11,10.9390231530014,1.13954434609064,"pituitary","bldg",NA,NA,NA
"XP_015158198.1",1.76012971046324e-05,4.75445532624113,1.13746559527015,"pituitary","bldg",NA,NA,NA
"NP_001034686.1",0.00224507865391709,2.64876843935384,1.13446968126881,"pituitary","bldg",NA,NA,NA
"XP_015136666.1",9.02156501019464e-07,6.04471811696636,1.134062475107,"pituitary","bldg",NA,NA,NA
"NP_001104603.1",0.000102062871230203,3.99113221827016,1.1337571411741,"pituitary","bldg",NA,NA,NA
"XP_015130152.1",1.76433532223352e-08,7.75341887115657,1.13204435353137,"pituitary","bldg",NA,NA,NA
"XP_415754.1",2.18558413967247e-05,4.66043246957146,1.12902151317817,"pituitary","bldg",NA,NA,NA
"XP_015129633.1",5.54623997400542e-06,5.25600134335324,1.128692251816,"pituitary","bldg",NA,NA,NA
"XP_004938218.2",0.0742380036213188,1.12937371550556,1.12737510208923,"pituitary","bldg",NA,NA,NA
"XP_015129705.1",1.11498818850678e-08,7.95272973323779,1.1246883314574,"pituitary","bldg",NA,NA,NA
"NP_990823.1",0.0098712134157468,2.00562945853884,1.12465026541432,"pituitary","bldg",NA,NA,NA
"XP_015156784.1",3.02418776223418e-05,4.51939124836569,1.12340067441884,"pituitary","bldg",NA,NA,NA
"XP_015129896.1",6.31341334507575e-08,7.19973577607595,1.12280633985902,"pituitary","bldg",NA,NA,NA
"NP_989502.1",0.000835210695854617,3.07820395265492,1.12009238737694,"pituitary","bldg",NA,NA,NA
"XP_015148036.1",8.04072911350186e-08,7.09470456871255,1.12008131299478,"pituitary","bldg",NA,NA,NA
"NP_989885.1",5.59207248253251e-06,5.25242720804923,1.11942013043128,"pituitary","bldg",NA,NA,NA
"XP_015127975.1",6.41309394832579e-05,4.19293239785906,1.11909876335848,"pituitary","bldg",NA,NA,NA
"NP_989924.1",3.23132879052279e-05,4.4906188498917,1.11840202105261,"pituitary","bldg",NA,NA,NA
"NP_989889.1",0.00152102226446449,2.81786442877192,1.11816903487093,"pituitary","bldg",NA,NA,NA
"XP_015149313.1",0.000220938878099698,3.65572785561561,1.11779977274864,"pituitary","bldg",NA,NA,NA
"XP_015129587.1",8.63541488932233e-08,7.06371679187594,1.11744617898548,"pituitary","bldg",NA,NA,NA
"XP_015153999.1",8.9617086653704e-05,4.04760917859733,1.11587420718834,"pituitary","bldg",NA,NA,NA
"XP_015130064.1",0.00273138493901796,2.56361708964037,1.11529484881381,"pituitary","bldg",NA,NA,NA
"XP_004939123.2",1.6313076047184e-06,5.78746413924431,1.11479930885212,"pituitary","bldg",NA,NA,NA
"XP_004947431.2",0.0115015047014782,1.93924533870721,1.11443120573119,"pituitary","bldg",NA,NA,NA
"XP_004938169.1",0.0282980400975325,1.54824364236624,1.11420173347129,"pituitary","bldg",NA,NA,NA
"NP_001012291.1",1.52950058726855e-13,12.8154503519271,1.11305874591185,"pituitary","bldg",NA,NA,NA
"XP_015155807.1",7.61583457664179e-06,5.11828249782105,1.11115159241919,"pituitary","bldg",NA,NA,NA
"XP_425758.4",8.75120739975346e-07,6.05793202344907,1.11029786291805,"pituitary","bldg",NA,NA,NA
"XP_015141554.1",0.000615661713473195,3.21065785330202,1.10661250977937,"pituitary","bldg",NA,NA,NA
"XP_015127984.1",3.49940860723149e-07,6.45600534431183,1.10547530971098,"pituitary","bldg",NA,NA,NA
"XP_425408.2",0.0840088389319896,1.07567501754004,1.10519144534945,"pituitary","bldg",NA,NA,NA
"XP_004949073.1",5.6044949791943e-05,4.25146351556333,1.10406206004412,"pituitary","bldg",NA,NA,NA
"XP_015128820.1",5.05038792972826e-09,8.29667526162991,1.1035492896789,"pituitary","bldg",NA,NA,NA
"XP_015154587.1",1.67617602300621e-05,4.77568037603618,1.10348161404679,"pituitary","bldg",NA,NA,NA
"XP_003642090.2",1.61515356900187e-08,7.79178617859643,1.10223767315154,"pituitary","bldg",NA,NA,NA
"XP_428853.3",0.000471747375633189,3.3262905071698,1.10197902398884,"pituitary","bldg",NA,NA,NA
"XP_015151589.1",4.15342343027603e-11,10.3815937914862,1.10105358245823,"pituitary","bldg",NA,NA,NA
"XP_004942416.1",0.0486523961487577,1.31289576570278,1.10053286894443,"pituitary","bldg",NA,NA,NA
"XP_015137356.1",0.00187588637634981,2.72679347065777,1.10026221961354,"pituitary","bldg",NA,NA,NA
"XP_015133368.1",0.000620106689897132,3.20753358332853,1.09909194858716,"pituitary","bldg",NA,NA,NA
"NP_990460.1",2.97750091334558e-07,6.52614809662574,1.09909141200654,"pituitary","bldg",NA,NA,NA
"XP_015128659.1",4.82779222038344e-05,4.31625142943689,1.09713191783657,"pituitary","bldg",NA,NA,NA
"NP_001025508.1",3.5052001443745e-12,11.4552871790908,1.09617069701198,"pituitary","bldg",NA,NA,NA
"XP_015134175.1",0.0303336405759227,1.51807546350564,1.09557578468007,"pituitary","bldg",NA,NA,NA
"XP_015150991.1",0.00206014807577548,2.68610156303812,1.09359866153972,"pituitary","bldg",NA,NA,NA
"XP_001232123.1",5.29261694051669e-09,8.27632953745403,1.09193705169845,"pituitary","bldg",NA,NA,NA
"XP_015131272.1",9.74839080845479e-05,4.01106706847447,1.09058062086307,"pituitary","bldg",NA,NA,NA
"NP_001026671.3",0.0286569462137098,1.54277009144031,1.09008539423971,"pituitary","bldg",NA,NA,NA
"XP_015129734.1",0.000214487066553699,3.6685988903963,1.08992426255077,"pituitary","bldg",NA,NA,NA
"XP_015128513.1",1.1550837747005e-05,4.93738651657638,1.08963393701973,"pituitary","bldg",NA,NA,NA
"XP_015135973.1",4.96833627581796e-08,7.30378901714113,1.08940667029407,"pituitary","bldg",NA,NA,NA
"XP_015155634.1",4.09965179425153e-05,4.38725302870882,1.0890272927069,"pituitary","bldg",NA,NA,NA
"XP_015153503.1",3.13149151820585e-09,8.5042487602684,1.08871318312772,"pituitary","bldg",NA,NA,NA
"XP_015129867.1",0.00196684906498566,2.70622896634347,1.08622752135474,"pituitary","bldg",NA,NA,NA
"XP_004943388.2",0.0106678250525403,1.97192411515496,1.0836376996537,"pituitary","bldg",NA,NA,NA
"XP_001233734.1",2.14570710698141e-05,4.66842956033046,1.08360119967212,"pituitary","bldg",NA,NA,NA
"XP_015153454.1",4.57262714896091e-11,10.3398342094547,1.08255961345151,"pituitary","bldg",NA,NA,NA
"XP_015146556.1",7.63336850538312e-05,4.11728377128913,1.08193810854971,"pituitary","bldg",NA,NA,NA
"XP_015138563.1",0.0482585976538373,1.31642530240338,1.08147592330183,"pituitary","bldg",NA,NA,NA
"XP_015130568.1",2.34865972799846e-06,5.62917989891294,1.08010331238675,"pituitary","bldg",NA,NA,NA
"NP_001074972.1",0.000928699271563971,3.03212489509574,1.07999816785012,"pituitary","bldg",NA,NA,NA
"XP_001234496.4",3.00136682393592e-07,6.52268092231074,1.07992744375455,"pituitary","bldg",NA,NA,NA
"NP_001012954.2",2.88878161040556e-07,6.53928528923258,1.07988577505046,"pituitary","bldg",NA,NA,NA
"XP_015134014.1",0.0741206693893634,1.13006066718916,1.07954731257697,"pituitary","bldg",NA,NA,NA
"XP_015136510.1",1.7374821164892e-11,10.7600796568098,1.07882331897703,"pituitary","bldg",NA,NA,NA
"NP_001026738.1",0.0011142590226217,2.95301384056335,1.07870502365639,"pituitary","bldg",NA,NA,NA
"XP_419994.1",0.000395664917499134,3.40267245570312,1.07452724039067,"pituitary","bldg",NA,NA,NA
"XP_015133800.1",0.000564340091351917,3.24845909586778,1.07380238459187,"pituitary","bldg",NA,NA,NA
"XP_015130524.1",0.000357382520439387,3.44686669263161,1.07359325577392,"pituitary","bldg",NA,NA,NA
"XP_015153922.1",0.000422145490099801,3.37453784605731,1.07320004819852,"pituitary","bldg",NA,NA,NA
"NP_001264501.1",2.19703313699328e-10,9.65816339273593,1.0729127249173,"pituitary","bldg",NA,NA,NA
"XP_420936.3",1.16784406819995e-19,18.9326151408205,1.07162374349736,"pituitary","bldg",NA,NA,NA
"NP_001185641.1",0.0013829369898606,2.85919760700511,1.07161708312731,"pituitary","bldg",NA,NA,NA
"XP_015148375.1",1.57473652876504e-08,7.80279209817608,1.07152823404597,"pituitary","bldg",NA,NA,NA
"XP_015157205.1",0.00128988405137607,2.88944932699591,1.07075581593468,"pituitary","bldg",NA,NA,NA
"XP_015144523.1",1.44802121013517e-07,6.83922507669053,1.07019556027739,"pituitary","bldg",NA,NA,NA
"XP_015147301.1",2.13672664919072e-06,5.67025103344723,1.06736726523337,"pituitary","bldg",NA,NA,NA
"XP_015129772.1",2.54996322504907e-07,6.59346608281053,1.0670443173543,"pituitary","bldg",NA,NA,NA
"XP_015143779.1",0.0315697355836947,1.5007290555808,1.06644436235705,"pituitary","bldg",NA,NA,NA
"XP_015130504.1",1.26419253648316e-06,5.89818677798053,1.0661585176667,"pituitary","bldg",NA,NA,NA
"XP_415299.2",1.8873092072334e-07,6.72415694138558,1.06248080739816,"pituitary","bldg",NA,NA,NA
"NP_001280136.1",1.13473325394497e-07,6.94510621772629,1.06164271816965,"pituitary","bldg",NA,NA,NA
"XP_004944013.2",0.000261909693288388,3.58184842802091,1.06084986208231,"pituitary","bldg",NA,NA,NA
"XP_015149577.1",7.52572556433168e-07,6.1234516228577,1.06080678169495,"pituitary","bldg",NA,NA,NA
"XP_015129144.1",0.065870377946261,1.18130984468806,1.06073658029543,"pituitary","bldg",NA,NA,NA
"XP_015155797.1",6.13630933845123e-05,4.21209275522007,1.05943839624078,"pituitary","bldg",NA,NA,NA
"NP_989921.1",0.00181718243357065,2.74060147009657,1.05866778536718,"pituitary","bldg",NA,NA,NA
"XP_004936331.1",0.00143606388195871,2.84282624048015,1.05828822830846,"pituitary","bldg",NA,NA,NA
"XP_015155704.1",1.56971170070432e-05,4.80418010446371,1.05695617974482,"pituitary","bldg",NA,NA,NA
"XP_015155719.1",0.0881760584772835,1.05464931829972,1.0565695894543,"pituitary","bldg",NA,NA,NA
"NP_001289115.1",9.17326549761405e-07,6.03747603672459,1.05407095264059,"pituitary","bldg",NA,NA,NA
"XP_015141351.1",0.0539071511313956,1.26835361902662,1.0539109680979,"pituitary","bldg",NA,NA,NA
